ID,stream,position,trap,time,order,suborder,family,subfamily,genus,species,dry mass (mg),,
3190,Modenbach,up,2,2018-04-26,Ephemeroptera,,Baetidae,,Baetis,macani,7.4857,,
3191,Triefenbach,down,1,2018-04-26,Diptera,Nematocera,Simuliidae,,,,0.8931,,
3192,Triefenbach,down,1,2018-04-26,Diptera,Nematocera,Chironomidae,,,,1.0485,,
3193,Triefenbach,down,1,2018-04-26,Diptera,Nematocera,Chaoboridae,,,,0.3149,,
3195,Triefenbach,up,2,2018-04-26,Diptera,Nematocera,Simuliidae,,,,1.2798,,
3196,Triefenbach,up,2,2018-04-26,Diptera,Nematocera,Chironomidae,,,,1.4003,,
3197,Triefenbach,up,2,2018-04-26,Diptera,Nematocera,Chaoboridae,,,,0.2154,,
3200,Isenach,down,1,2018-05-15,Diptera,Nematocera,Psychodidae,,,,0.0562,,
3201,Isenach,down,1,2018-05-15,Trichoptera,,Hydroptilidae,,,,0.1352,,
3202,Isenach,down,1,2018-05-15,Diptera,Nematocera,Chironomidae,,,,3.9603,,
3204,Isenach,down,1,2018-05-15,Diptera,Nematocera,Ceratopogonidae,,,,0.0497,,
3205,Isenach,up,1,2018-05-15,Plecoptera,,Nemouridae,,Protonemura,,1.1376,,
3206,Isenach,up,1,2018-05-15,Diptera,Nematocera,Chironomidae,,,,0.9945,,
3209,Dierbach,down,2,2018-05-17,Diptera,Nematocera,Chironomidae,,,,0.1337,,
3211,Modenbach,down,1,2018-05-17,Ephemeroptera,,Baetidae,,Baetis,macani,0.8539,,
3212,Modenbach,down,1,2018-05-17,Diptera,Nematocera,Chironomidae,,,,0.0442,,
3213,Triefenbach,up,2,2018-05-15,Diptera,Nematocera,Simuliidae,,,,0.2475,,
3214,Triefenbach,up,2,2018-05-15,Diptera,Nematocera,Chironomidae,,,,0.3217,,
3215,Triefenbach,up,2,2018-05-15,Diptera,Nematocera,Chaoboridae,,,,0.1875,,
3216,Triefenbach,up,2,2018-05-15,Ephemeroptera,,Ephemeridae,,Ephemera,danica,2.9446,,
3218,Hainbach,down,1,2018-05-15,Diptera,Nematocera,Chironomidae,,,,1.9986,,
3219,Hainbach,down,1,2018-05-15,Diptera,Nematocera,Simuliidae,,,,1.4369,,
3221,Hainbach,down,1,2018-05-15,Diptera,Nematocera,Psychodidae,,,,0.0808,,
3222,Hainbach,down,1,2018-05-15,Ephemeroptera,,Baetidae,,Baetis,,3.7591,,
3224,Hainbach,down,2,2018-05-22,Diptera,Nematocera,Chironomidae,,,,0.9348,,
3226,Hainbach,down,2,2018-05-22,Ephemeroptera,,Baetidae,,Baetis,macani,0.1853,,
3228,Kropsbach,up,2,2018-05-15,Diptera,Nematocera,Chironomidae,,,,0.0471,,
3229,Kropsbach,up,2,2018-05-15,Diptera,Nematocera,Limoniidae,,,,0.9752,,
3230,Kropsbach,up,2,2018-05-15,Diptera,Brachycera,Empididae,,,,0.2437,,
3235,Modenbach,down,1,2018-05-15,Diptera,Nematocera,Chironomidae,,,,0.1405,,
3236,Modenbach,down,1,2018-05-15,Ephemeroptera,,,,,,0.2878,,
3237,Modenbach,down,1,2018-05-15,Plecoptera,,Nemouridae,,Protonemura,,1.5245,,
3238,Modenbach,down,1,2018-05-15,Trichoptera,,,,,,1.8736,,
3239,Modenbach,down,1,2018-05-15,Trichoptera,,Rhyacophilidae,,Rhyacophila,,1.8926,,
3243,Hainbach,down,2,2018-05-15,Diptera,Nematocera,Chironomidae,,,,0.4071,,
3246,Hainbach,up,1,2018-05-15,Plecoptera,,Nemouridae,,Nemoura,,2.6341,,
3251,Modenbach,down,2,2018-05-15,Trichoptera,,Hydropsychidae,,Hydropsyche,,5.0934,,
3253,Triefenbach,down,1,2018-05-15,Diptera,Nematocera,Chironomidae,,,,0.9557,,
3254,Triefenbach,down,1,2018-05-15,Diptera,Nematocera,Limoniidae,,,,0.8761,,
3256,Triefenbach,down,1,2018-05-15,Ephemeroptera,,Baetidae,,Baetis,rhodani,1.0302,,
3257,Triefenbach,down,1,2018-05-15,Ephemeroptera,,Heptageniidae,,Ecdyonurus,lateralis,5.1448,,
3261,Triefenbach,up,2,2018-05-22,Diptera,Nematocera,Chironomidae,,,,2.9099,,
3264,Kropsbach,down,2,2018-05-17,Diptera,Nematocera,Chironomidae,,,,0.4159,,
3267,Otterbach,up,1,2018-05-17,Diptera,Nematocera,Chironomidae,,,,0.0427,,
3268,Otterbach,up,1,2018-05-17,Ephemeroptera,,Baetidae,,Baetis,rhodani,4.8034,,
3269,Triefenbach,up,2,2018-05-22,Plecoptera,,,,,,0.1578,,
3270,Otterbach,up,1,2018-05-17,Diptera,Nematocera,Simuliidae,,,,0.1938,,
3273,Modenbach,down,2,2018-05-17,Diptera,Nematocera,Chironomidae,,,,0.0997,,
3276,Triefenbach,up,2,2018-05-22,Trichoptera,,Philopotamidae,,Chimarra,,0.6052,,
3277,Modenbach,down,2,2018-05-17,Ephemeroptera,,Baetidae,,Baetis,,0.6026,,
3278,Triefenbach,up,2,2018-05-22,Trichoptera,,,,,,0.7509,,
3283,Russbach,down,2,2018-05-17,Diptera,Nematocera,Chironomidae,,,,0.1738,,
3284,Russbach,down,2,2018-05-17,Diptera,Nematocera,Limoniidae,,,,1.1466,,
3285,Russbach,down,2,2018-05-17,Diptera,Nematocera,Ceratopogonidae,,,,0.1032,,
3289,Isenach,down,2,2018-05-17,Diptera,Nematocera,Chironomidae,,,,1.1784,,
3291,Kropsbach,down,1,2018-05-17,Diptera,Nematocera,Chironomidae,,,,NA,fehlt,
3299,Triefenbach,down,2,2018-05-17,Diptera,Nematocera,Simuliidae,,,,0.6214,,
3300,Triefenbach,down,2,2018-05-17,Diptera,Nematocera,Chironomidae,,,,0.835,,
3301,Triefenbach,down,2,2018-05-17,Ephemeroptera,,Baetidae,,Baetis,rhodani,1.3899,,
3305,Hainbach,down,1,2018-05-17,Diptera,Nematocera,Chironomidae,,,,0.0822,,
3306,Hainbach,down,1,2018-05-17,Diptera,Nematocera,Psychodidae,,,,0.2065,,
3308,Modenbach,up,1,2018-05-17,Diptera,Nematocera,Chironomidae,,,,0.0233,,
3310,Modenbach,up,1,2018-05-17,Plecoptera,,Nemouridae,,Protonemura,,0.8789,,
3311,Modenbach,up,1,2018-05-17,Trichoptera,,Hydroptilidae,,,,1.1234,,
3312,Modenbach,up,1,2018-05-17,Trichoptera,,Rhyacophilidae,,Rhyacophila,,6.1019,,
3314,Isenach,down,1,2018-05-17,Diptera,Nematocera,Chironomidae,,,,1.6559,,
3316,Otterbach,up,2,2018-05-17,Diptera,Nematocera,Limoniidae,,,,0.6347,,
3317,Otterbach,up,2,2018-05-17,Ephemeroptera,,Baetidae,,Baetis,macani,0.5998,,
3319,Isenach,down,1,2018-05-17,Trichoptera,,Hydroptilidae,,,,0.2224,,
3321,Dierbach,up,2,2018-05-17,Diptera,Nematocera,Chironomidae,,,,0.2055,,
3322,Dierbach,up,2,2018-05-17,Diptera,Nematocera,Chaoboridae,,,,0.4119,,
3323,Dierbach,up,2,2018-05-17,Trichoptera,,Hydropsychidae,,Hydropsyche,,7.0633,,
3324,Isenach,up,1,2018-05-17,Diptera,Nematocera,Ptychopteridae,,,,1.2942,,
3325,Isenach,up,1,2018-05-17,Diptera,Nematocera,Chironomidae,,,,0.4971,,
3327,Kropsbach,up,2,2018-05-17,Diptera,Brachycera,Empididae,,,,0.2006,,
3329,Kropsbach,up,2,2018-05-17,Diptera,Nematocera,Chironomidae,,,,0.8972,,
3330,Kropsbach,up,2,2018-05-17,Diptera,Nematocera,Limoniidae,,,,1.1043,,
3331,Kropsbach,up,2,2018-05-17,Trichoptera,,Rhyacophilidae,,Rhyacophila,,2.28,,
3332,Kropsbach,up,2,2018-05-17,Plecoptera,,Nemouridae,,Protonemura,,0.9931,,
3333,Kropsbach,up,2,2018-05-17,Plecoptera,,Nemouridae,,Nemoura,,0.5054,,
3334,Isenach,up,1,2018-05-17,Plecoptera,,Nemouridae,,Nemoura,,1.051,,
3337,Kaiserbach,down,1,2018-05-17,Diptera,Nematocera,Chironomidae,,,,0.0984,,
3338,Kaiserbach,down,1,2018-05-17,Ephemeroptera,,Baetidae,,Baetis,macani,6.1439,,
3339,Kaiserbach,down,1,2018-05-17,Trichoptera,,Hydropsychidae,,Hydropsyche,,6.5087,,
3340,Kaiserbach,down,1,2018-05-17,Trichoptera,,Psychomyidae,,,,0.6123,,
3343,Kaiserbach,down,2,2018-05-17,Trichoptera,,,,,,1.0464,,
3344,Russbach,up,2,2018-05-17,Diptera,Nematocera,Simuliidae,,,,0.1833,,
3345,Russbach,up,2,2018-05-17,Diptera,Nematocera,Chironomidae,,,,0.0877,,
3346,Russbach,up,2,2018-05-17,Trichoptera,,Hydroptilidae,,,,0.705,,
3348,Kaiserbach,up,1,2018-05-17,Diptera,Nematocera,Ptychopteridae,,,,1.837,,
3349,Kaiserbach,up,1,2018-05-17,Diptera,Nematocera,Chironomidae,,,,0.0091,,
3352,Klingbach,down,2,2018-05-17,Diptera,Nematocera,Psychodidae,,,,0.9046,,
3353,Klingbach,down,2,2018-05-17,Diptera,Nematocera,Chironomidae,,,,0.1409,,
3356,Isenach,up,2,2018-05-17,Diptera,Nematocera,Chironomidae,,,,0.0893,,
3357,Isenach,up,2,2018-05-17,Plecoptera,,Nemouridae,,Nemoura,,0.5936,,
3358,Isenach,up,2,2018-05-17,Ephemeroptera,,Baetidae,,Baetis,rhodani,5.9377,,
3359,Isenach,up,2,2018-05-17,Ephemeroptera,,Ephemeridae,,Ephemera,danica,9.2083,,
3364,Triefenbach,down,1,2018-05-17,Diptera,Nematocera,Chironomidae,,,,1.2343,,
3365,Triefenbach,down,1,2018-05-17,Ephemeroptera,,Baetidae,,Baetis,,0.3357,,
3371,Kropsbach,up,1,2018-05-17,Diptera,Nematocera,Simuliidae,,,,0.3188,,
3372,Kropsbach,up,1,2018-05-17,Plecoptera,,Nemouridae,,Protonemura,,1.1233,,
3373,Kropsbach,up,1,2018-05-17,Plecoptera,,Nemouridae,,,,1.741,,
3374,Kropsbach,up,1,2018-05-17,Plecoptera,,Taeniopterygidae,,Brachyptera,,8.6965,,
3376,Triefenbach,up,1,2018-05-17,Diptera,Nematocera,Chironomidae,,,,0.0473,,
3381,Otterbach,down,1,2018-05-17,Diptera,Nematocera,Chironomidae,,,,0.1417,,
3383,Otterbach,down,1,2018-05-17,Diptera,Nematocera,Simuliidae,,,,0.2003,,
3388,Hainbach,down,2,2018-05-17,Diptera,Nematocera,Psychodidae,,,,0.1851,,
3389,Hainbach,down,2,2018-05-17,Diptera,Nematocera,Simuliidae,,,,0.2117,,
3390,Hainbach,down,2,2018-05-17,Diptera,Nematocera,Chironomidae,,,,0.5172,,
3391,Hainbach,down,2,2018-05-17,Diptera,Nematocera,Limoniidae,,,,5.9305,,
3392,Hainbach,down,2,2018-05-17,Ephemeroptera,,,,,,0.6176,,
3394,Klingbach,down,1,2018-05-17,Ephemeroptera,,Baetidae,,Baetis,macani,3.1719,,
3395,Triefenbach,up,2,2018-05-17,Ephemeroptera,,Heptageniidae,,Ecdyonurus,lateralis,3.0844,,
3396,Triefenbach,up,2,2018-05-17,Ephemeroptera,,Baetidae,,Baetis,rhodani,1.0742,,
3397,Triefenbach,up,2,2018-05-17,Diptera,Nematocera,Chironomidae,,,,0.0721,,
3398,Triefenbach,up,2,2018-05-17,Trichoptera,,Hydroptilidae,,,,0.5614,,
3405,Modenbach,up,1,2018-05-22,Diptera,Nematocera,Chironomidae,,,,0.1018,,
3406,Modenbach,up,1,2018-05-22,Diptera,Brachycera,Empididae,,,,2.4472,,
3407,Isenach,up,1,2018-05-22,Ephemeroptera,,Baetidae,,Baetis,macani,1.8111,,
3408,Isenach,up,1,2018-05-22,Diptera,Nematocera,Chironomidae,,,,1.3995,,
3410,Isenach,up,2,2018-05-22,Diptera,Nematocera,Chironomidae,,,,0.3044,,
3411,Isenach,up,2,2018-05-22,Diptera,Nematocera,Ptychopteridae,,,,1.7609,,
3412,Isenach,up,2,2018-05-22,Plecoptera,,Nemouridae,,Protonemura,,0.9313,,
3414,Kaiserbach,down,2,2018-05-22,Ephemeroptera,,Baetidae,,Baetis,,1.4295,,
3415,Modenbach,up,1,2018-05-22,Trichoptera,,,,,,1.8465,,
3416,Modenbach,up,1,2018-05-22,Trichoptera,,Hydroptilidae,,,,1.7806,,
3419,Kaiserbach,up,1,2018-05-22,Diptera,Nematocera,Chironomidae,,,,0.0421,,
3420,Kaiserbach,up,1,2018-05-22,Ephemeroptera,,Baetidae,,Baetis,,0.4627,,
3423,Modenbach,up,2,2018-05-22,Diptera,Nematocera,Chironomidae,,,,0.5012,,
3424,Modenbach,up,2,2018-05-22,Ephemeroptera,,Baetidae,,Baetis,,3.0126,,
3425,Modenbach,up,2,2018-05-22,Ephemeroptera,,Heptageniidae,,,,4.9987,,
3426,Modenbach,up,2,2018-05-22,Trichoptera,,Hydroptilidae,,,,3.1273,,
3427,Modenbach,up,2,2018-05-22,Trichoptera,,Rhyacophilidae,,Rhyacophila,,1.9818,,
3428,Modenbach,up,2,2018-05-22,Plecoptera,,Nemouridae,,Protonemura,,0.5399,,
3431,Russbach,up,1,2018-05-22,Diptera,Nematocera,Chironomidae,,,,0.1405,,
3432,Russbach,up,1,2018-05-22,Ephemeroptera,,Baetidae,,Baetis,macani,0.6063,,
3434,Klingbach,down,1,2018-05-22,Diptera,Nematocera,Ptychopteridae,,,,1.3813,,
3435,Klingbach,down,1,2018-05-22,Diptera,Nematocera,Chironomidae,,,,0.0996,,
3438,Otterbach,up,2,2018-05-22,Diptera,Nematocera,Chironomidae,,,,0.1343,,
3440,Otterbach,up,2,2018-05-22,Ephemeroptera,,Baetidae,,Baetis,macani,3.2526,,
3442,Klingbach,down,1,2018-05-22,Trichoptera,,Psychomyidae,,,,6.9715,,
3445,Kropsbach,down,2,2018-05-22,Diptera,Nematocera,Chironomidae,,,,1.1308,,
3447,Kropsbach,down,2,2018-05-22,Diptera,Nematocera,Simuliidae,,,,0.1857,,
3448,Klingbach,down,1,2018-05-22,Trichoptera,,,,,,6.9397,,
3453,Kropsbach,down,2,2018-05-22,Trichoptera,,Psychomyidae,,,,2.0115,,
3454,Klingbach,up,2,2018-05-22,Diptera,Brachycera,Empididae,,,,0.5166,,
3457,Otterbach,up,1,2018-05-22,Diptera,Nematocera,Chironomidae,,,,0.1208,,
3458,Klingbach,up,2,2018-05-22,Diptera,Nematocera,Chironomidae,,,,0.1686,,
3461,Klingbach,up,2,2018-05-22,Trichoptera,,,,,,5.4536,,
3465,Kropsbach,up,2,2018-05-22,Diptera,Nematocera,Simuliidae,,,,0.2902,,
3466,Kropsbach,up,2,2018-05-22,Plecoptera,,Nemouridae,,Nemoura,,3.0857,,
3467,Kropsbach,up,2,2018-05-22,Plecoptera,,Taeniopterygidae,,Brachyptera,,4.6186,,
3470,Klingbach,up,1,2018-05-22,Diptera,Brachycera,Empididae,,,,0.3704,,
3471,Klingbach,up,1,2018-05-22,Diptera,Nematocera,Chironomidae,,,,0.0997,,
3472,Klingbach,up,1,2018-05-22,Ephemeroptera,,Baetidae,,Baetis,rhodani,4.2087,,
3473,Klingbach,up,1,2018-05-22,Trichoptera,,Hydropsychidae,,Hydropsyche,,0.2874,,
3474,Klingbach,up,1,2018-05-22,Trichoptera,,Sericostomatidae,,,,13.101,,
3475,Kropsbach,up,2,2018-05-22,Diptera,Nematocera,Chironomidae,,,,0.0391,,
3476,Kropsbach,up,2,2018-05-22,Trichoptera,,Rhyacophilidae,,Rhyacophila,,9.397,,
3478,Isenach,down,1,2018-05-22,Diptera,Nematocera,Limoniidae,,,,1.7343,,
3479,Isenach,down,1,2018-05-22,Diptera,Nematocera,Chironomidae,,,,2.0367,,
3480,Isenach,down,1,2018-05-22,Trichoptera,,Goeridae,,,,10.7794,,
3482,Isenach,down,1,2018-05-22,Diptera,Nematocera,Psychodidae,,,,0.2556,,
3484,Isenach,down,1,2018-05-22,Diptera,Nematocera,Ceratopogonidae,,,,0.0732,,
3488,Kaiserbach,up,1,2018-05-10,Ephemeroptera,,Baetidae,,Baetis,macani,0.6111,,
3491,Klingbach,down,2,2018-05-14,Diptera,Brachycera,Empididae,,,,0.2975,,
3492,Klingbach,down,2,2018-05-14,Diptera,Nematocera,Chironomidae,,,,0.0973,,
3493,Klingbach,down,2,2018-05-14,Ephemeroptera,,Baetidae,,Baetis,,1.5822,,
3495,Kropsbach,down,2,2018-05-10,Diptera,Nematocera,Chironomidae,,,,3.9951,,
3496,Kropsbach,down,2,2018-05-10,Diptera,Nematocera,Simuliidae,,,,3.1002,,
3498,Kropsbach,down,2,2018-05-10,Trichoptera,,Hydropsychidae,,Hydropsyche,,5.6163,,
3499,Kropsbach,down,2,2018-05-10,Ephemeroptera,,Baetidae,,Baetis,rhodani,1.8994,,
3502,Otterbach,up,2,2018-05-10,Ephemeroptera,,Baetidae,,Baetis,rhodani,2.0155,,
3503,Otterbach,up,2,2018-05-10,Diptera,Nematocera,Chironomidae,,,,0.7904,,
3506,Klingbach,down,1,2018-05-10,Ephemeroptera,,Baetidae,,Baetis,,2.2091,,
3507,Klingbach,down,1,2018-05-10,Diptera,Nematocera,Chironomidae,,,,0.0218,,
3511,Dierbach,up,1,2018-05-07,Diptera,Brachycera,Empididae,,,,0.1076,,
3512,Dierbach,up,1,2018-05-07,Diptera,Nematocera,Chironomidae,,,,0.799,,
3516,Modenbach,up,2,2018-05-07,Ephemeroptera,,Baetidae,,Baetis,,0.9375,,
3517,Modenbach,up,2,2018-05-07,Trichoptera,,,,,,5.4433,,
3518,Modenbach,up,2,2018-05-07,Plecoptera,,Nemouridae,,Protonemura,,1.8715,,
3519,Dierbach,up,1,2018-05-07,Ephemeroptera,,Baetidae,,Baetis,,1.2403,,
3523,Modenbach,up,1,2018-05-07,Diptera,Nematocera,Ceratopogonidae,,,,0.0477,,
3526,Modenbach,up,1,2018-05-07,Diptera,Nematocera,Chironomidae,,,,0.1306,,
3527,Modenbach,up,1,2018-05-07,Diptera,Nematocera,Simuliidae,,,,0.2375,,
3528,Modenbach,up,1,2018-05-07,Plecoptera,,Nemouridae,,Nemoura,,2.5307,,
3530,Modenbach,up,2,2018-05-07,Plecoptera,,Nemouridae,,Nemoura,,3.2956,,
3531,Modenbach,up,2,2018-05-07,Diptera,Nematocera,Chironomidae,,,,0.2819,,
3538,3,NA,NA,NA,Diptera,Nematocera,Chironomidae,,,,0.0983,,
3539,Modenbach,up,2,2018-05-07,Diptera,Brachycera,Empididae,,,,3.4277,,
3542,Klingbach,down,2,2018-08-16,Diptera,Nematocera,Chironomidae,,,,0.5382,,
3543,Klingbach,down,2,2018-08-16,Diptera,Nematocera,Psychodidae,,,,1.0234,,
3544,Klingbach,down,2,2018-08-16,Ephemeroptera,,Baetidae,,Baetis,macani,1.7397,,
3545,Klingbach,down,2,2018-08-16,Trichoptera,,Hydropsychidae,,Hydropsyche,,3.2995,,
3546,Modenbach,up,2,2018-05-07,Diptera,Nematocera,Simuliidae,,,,1.1038,,
3549,Hainbach,up,2,2018-08-16,Diptera,Nematocera,Chironomidae,,,,0.0945,,
3551,Klingbach,up,2,2018-08-16,Diptera,Brachycera,Empididae,,,,0.4522,,
3553,Klingbach,up,2,2018-08-16,Diptera,Nematocera,Chironomidae,,,,0.0825,,
3555,Russbach,up,2,2018-08-16,Diptera,Nematocera,Chironomidae,,,,0.2361,,
3556,Russbach,up,2,2018-08-16,Diptera,Nematocera,Ptychopteridae,,,,1.7924,,
3557,Russbach,up,2,2018-08-16,Diptera,Nematocera,Limoniidae,,,,1.3183,,
3559,Russbach,down,2,2018-08-16,Diptera,Nematocera,Chironomidae,,,,0.1967,,
3561,Russbach,down,2,2018-08-16,Ephemeroptera,,Baetidae,,Baetis,,0.4312,,
3562,Klingbach,up,1,2018-08-16,Ephemeroptera,,Baetidae,,Baetis,macani,0.9748,,
3563,Klingbach,up,1,2018-08-16,Diptera,Nematocera,Chironomidae,,,,0.1036,,
3565,Hainbach,up,1,2018-08-16,Diptera,Nematocera,Chironomidae,,,,0.1181,,
3569,Hainbach,down,1,2018-08-16,Diptera,Nematocera,Tipulidae,,,,0.6651,,
3570,Hainbach,down,1,2018-08-16,Ephemeroptera,,Baetidae,,Baetis,rhodani,1.4073,,
3573,Dierbach,down,2,2018-05-22,Diptera,Nematocera,Limoniidae,,,,1.1979,,
3575,Isenach,down,2,2018-05-22,Diptera,Nematocera,Chironomidae,,,,5.3388,,
3576,Isenach,down,2,2018-05-22,Diptera,Nematocera,Psychodidae,,,,0.4157,,
3577,Isenach,down,2,2018-05-22,Diptera,Nematocera,Limoniidae,,,,1.5961,,
3579,Isenach,down,2,2018-05-22,Trichoptera,,Hydroptilidae,,,,0.1204,,
3580,Isenach,down,2,2018-05-22,Ephemeroptera,,Baetidae,,Baetis,macani,1.2201,,
3584,Dierbach,up,2,2018-05-22,Diptera,Nematocera,Chironomidae,,,,0.1736,,
3585,Dierbach,up,2,2018-05-22,Plecoptera,,Nemouridae,,Nemoura,,2.5617,,
3587,Kropsbach,up,1,2018-05-22,Diptera,Nematocera,Chironomidae,,,,1.8497,,
3588,Kropsbach,up,1,2018-05-22,Diptera,Nematocera,Simuliidae,,,,0.5167,,
3589,Kropsbach,up,1,2018-05-22,Plecoptera,,Nemouridae,,Protonemura,,3.1901,,
3591,Triefenbach,up,1,2018-05-22,Diptera,Nematocera,Chironomidae,,,,0.2018,,
3592,Triefenbach,up,1,2018-05-22,Diptera,Nematocera,Simuliidae,,,,0.6129,,
3593,Triefenbach,up,1,2018-05-22,Trichoptera,,Hydroptilidae,,,,2.3627,,
3594,Triefenbach,up,1,2018-05-22,Ephemeroptera,,Heptageniidae,,,,1.4833,,
3599,Otterbach,up,1,2018-08-16,Diptera,Nematocera,Chironomidae,,,,0.1034,,
3602,Triefenbach,down,1,2018-05-22,Diptera,Nematocera,Chironomidae,,,,0.8492,,
3607,Triefenbach,down,2,2018-05-22,Diptera,Nematocera,Chironomidae,,,,1.4775,,
3608,Triefenbach,down,2,2018-05-22,Ephemeroptera,,Baetidae,,Baetis,macani,0.9784,,
3610,Triefenbach,down,1,2018-05-22,Ephemeroptera,,Baetidae,,Baetis,macani,1.5386,,
3612,Kropsbach,down,1,2018-05-22,Diptera,Nematocera,Chironomidae,,,,1.683,,
3614,Kropsbach,down,1,2018-05-22,Trichoptera,,Hydropsychidae,,Hydropsyche,,0.7292,,
3615,Kropsbach,down,1,2018-05-22,Diptera,Brachycera,Empididae,,,,1.1711,,
3616,Kropsbach,down,1,2018-05-22,Ephemeroptera,,Baetidae,,Baetis,macani,0.8327,,
3618,Kaiserbach,down,1,2018-05-22,Ephemeroptera,,Baetidae,,Baetis,,0.9733,,
3619,Kaiserbach,down,1,2018-05-22,Trichoptera,,Hydropsychidae,,Hydropsyche,,9.2376,,
3621,Kaiserbach,down,1,2018-05-22,Trichoptera,,,,,,0.4796,,
3625,Klingbach,down,2,2018-05-22,Diptera,Nematocera,Chironomidae,,,,0.1538,,
3628,Klingbach,down,2,2018-05-22,Ephemeroptera,,Baetidae,,Baetis,,0.5092,,
3629,Kropsbach,down,1,2018-05-22,Diptera,Nematocera,Simuliidae,,,,0.5137,,
3633,Russbach,down,1,2018-05-22,Diptera,Brachycera,Empididae,,,,0.4728,,
3636,Russbach,down,1,2018-05-22,Diptera,Nematocera,Chironomidae,,,,0.3829,,
3637,Modenbach,down,2,2018-08-16,Diptera,Nematocera,Chironomidae,,,,0.1974,,
3638,Klingbach,down,1,2018-08-16,Diptera,Nematocera,Chironomidae,,,,0.1032,,
3641,Kaiserbach,down,1,2018-08-16,Trichoptera,,Hydropsychidae,,Hydropsyche,,0.3827,,
3643,Russbach,down,1,2018-08-16,Diptera,Nematocera,Chironomidae,,,,0.1162,,
3644,Russbach,down,1,2018-08-16,Diptera,Nematocera,Ceratopogonidae,,,,0.0743,,
3646,Kaiserbach,up,2,2018-08-16,Diptera,Nematocera,Chironomidae,,,,0.1347,,
3647,Kaiserbach,up,2,2018-08-16,Ephemeroptera,,Baetidae,,Baetis,macani,0.613,,
3648,Modenbach,up,2,2018-08-16,Diptera,Nematocera,Chironomidae,,,,0.2711,,
3649,Modenbach,up,2,2018-08-16,Trichoptera,,Hydropsychidae,,Hydropsyche,,2.1362,,
3650,Triefenbach,down,2,2018-08-16,Ephemeroptera,,Baetidae,,Baetis,macani,0.6339,,
3651,Triefenbach,down,2,2018-08-16,Diptera,Nematocera,Chironomidae,,,,0.1763,,
3652,Russbach,down,1,2018-05-22,Ephemeroptera,,Baetidae,,Baetis,macani,0.2895,,
3653,Russbach,down,1,2018-05-22,Ephemeroptera,,Ephemera,,,,5.9972,,
3654,Kropsbach,down,2,2018-08-16,Trichoptera,,Hydropsychidae,,Hydropsyche,,3.7294,,
3655,Kropsbach,down,2,2018-08-16,Diptera,Nematocera,Chironomidae,,,,0.8672,,
3658,Modenbach,down,1,2018-08-16,Diptera,Nematocera,Chironomidae,,,,0.2016,,
3660,Hainbach,down,2,2018-08-16,Diptera,Nematocera,Chironomidae,,,,0.1193,,
3662,Kaiserbach,down,2,2018-08-16,Diptera,Nematocera,Chironomidae,,,,0.0974,,
3663,Kaiserbach,down,2,2018-08-16,Trichoptera,,,,,,0.3573,,
3665,Triefenbach,down,1,2018-08-16,Diptera,Nematocera,Simuliidae,,,,0.2154,,
3666,Triefenbach,down,1,2018-08-16,Diptera,Nematocera,Chironomidae,,,,0.1599,,
3673,Kropsbach,down,1,2018-08-16,Diptera,Nematocera,Chironomidae,,,,0.2758,,
3674,Kropsbach,down,1,2018-08-16,Trichoptera,,Hydropsychidae,,Hydropsyche,,3.1942,,
3678,Otterbach,down,1,2018-08-16,Diptera,Nematocera,Chironomidae,,,,0.1046,,
3679,Otterbach,down,1,2018-08-16,Ephemeroptera,,Baetidae,,Baetis,,0.1973,,
3680,Isenach,down,2,2018-08-16,Diptera,Nematocera,Chaoboridae,,,,1.0349,,
3681,Isenach,down,2,2018-08-16,Diptera,Nematocera,Chironomidae,,,,3.5613,,
3682,Otterbach,up,2,2018-08-16,Diptera,Nematocera,Chironomidae,,,,0.2701,,
3683,Otterbach,up,2,2018-08-16,Diptera,Nematocera,Psychodidae,,,,0.1763,,
3685,Otterbach,up,2,2018-08-16,Diptera,Nematocera,Ceratopogonidae,,,,0.1864,,
3686,Kaiserbach,up,1,2018-08-16,Diptera,Nematocera,Chaoboridae,,,,0.5163,,
3687,Kaiserbach,up,1,2018-08-16,Diptera,Nematocera,Chironomidae,,,,0.2641,,
3689,Russbach,up,1,2018-08-16,Diptera,Nematocera,Psychodidae,,,,0.2472,,
3690,Russbach,up,1,2018-08-16,Diptera,Nematocera,Chironomidae,,,,0.1078,,
3692,Russbach,up,1,2018-08-16,Diptera,Nematocera,Limoniidae,,,,0.2014,,
3694,Otterbach,down,2,2018-08-16,Diptera,Nematocera,Chironomidae,,,,0.0829,,
3697,Dierbach,up,1,2018-08-16,Diptera,Nematocera,Chironomidae,,,,0.1347,,
3700,Dierbach,up,2,2018-08-16,Diptera,Nematocera,Chironomidae,,,,0.7435,,
3701,Dierbach,up,2,2018-08-16,Diptera,Nematocera,Limoniidae,,,,1.9452,,
3703,Modenbach,up,2,2018-05-15,Diptera,Nematocera,Simuliidae,,,,0.2437,,
3704,Modenbach,up,2,2018-05-15,Diptera,Nematocera,Chironomidae,,,,0.0067,,
3706,Modenbach,up,2,2018-05-15,Plecoptera,,Nemouridae,,Protonemura,,0.7571,,
3707,Modenbach,up,2,2018-05-15,Ephemeroptera,,Heptageniidae,,Epeorus,,3.4585,,
3708,Modenbach,up,2,2018-05-15,Ephemeroptera,,Baetidae,,Baetis,,0.5392,,
