ID,stream,position,trap,time,order,suborder,family,subfamily,genus,species,number,comment,label on Eppi (y/n),same as in table,
2876,Modenbach,up,1,2018-06-25,Coleoptera,,,,,,1,,y,y,
2877,Modenbach,up,1,2018-06-25,Diptera,Nematocera,Chironomidae,,,,12,,n,,
2878,Modenbach,up,1,2018-06-25,Trichoptera,,Hydropsychidae,,Hydropsyche,,1,,n,,
2879,Modenbach,up,1,2018-06-25,Ephemeroptera,,Baetidae,,Baetis,rhodani,1,,n,,
2880,Kropsbach,up,2,2018-06-25,Coleoptera,,,,,,1,,y,y,
2881,Kropsbach,up,2,2018-06-25,Diptera,Brachycera,,,,,2,,n,,
2882,Kropsbach,up,2,2018-06-25,Diptera,Nematocera,Chironomidae,,,,4,,n,,
2883,Kropsbach,up,2,2018-06-25,Diptera,Nematocera,Simuliidae,,,,1,,n,,
2884,Hainbach,down,1,2018-04-23,Hymenoptera,,,,,,2,,y,Hain down 23/04/18,
2885,Hainbach,down,1,2018-04-23,Arachnida,,Araneae,,,,2,,n,,
2886,Hainbach,down,1,2018-04-23,Coleoptera,,,,,,7,,n,,
2887,Hainbach,down,1,2018-04-23,Diptera,Nematocera,Chironomidae,,,,122,,n,,
2888,Hainbach,down,1,2018-04-23,Diptera,Brachycera,,,,,35,,n,,
2889,Hainbach,down,1,2018-04-23,Diptera,Nematocera,Simuliidae,,,,7,,n,,
2890,Hainbach,down,1,2018-04-23,Diptera,Nematocera,Psychodidae,,,,1,,n,,
2891,Hainbach,down,1,2018-04-23,Ephemeroptera,,Baetidae,,Baetis,rhodani,20,,n,,
2892,Klingbach,up,1,2018-04-23,Diptera,Nematocera,Bibionidae,,,,1,,y,y,
2893,Klingbach,up,1,2018-04-23,Diptera,Nematocera,Chironomidae,,,,99,,n,,
2894,Klingbach,up,1,2018-04-23,Ephemeroptera,,Baetidae,,Baetis,macani,7,,n,,
2895,Kropsbach,down,1,2018-04-23,Sonstige,,,,,,1,wanze,y,y,
2896,Kropsbach,down,1,2018-04-23,Diptera,Nematocera,Chironomidae,,,,82,,n,,
2897,Kropsbach,down,1,2018-04-23,Trichoptera,,Hydropsychidae,,Hydropsyche,,6,,n,,
2898,Klingbach,up,2,2018-04-23,Hymenoptera,,,,,,5,,y,y,
2899,Klingbach,up,2,2018-04-23,Coleoptera,,,,,,12,,n,,
2900,Klingbach,up,2,2018-04-23,Arachnida,,Araneae,,Tetragnatha,,2,,n,,
2901,Klingbach,up,2,2018-04-23,Diptera,Nematocera,Chironomidae,,,,69,,n,,
2902,Klingbach,up,2,2018-04-23,Diptera,Brachycera,,,,,18,,n,,
2903,Klingbach,up,2,2018-04-23,Ephemeroptera,,Baetidae,,Baetis,macani,2,,n,,
2904,Klingbach,up,2,2018-04-26,Arachnida,,Araneae,,Tetragnatha,,1,,y,y,
2905,Klingbach,up,2,2018-04-26,Diptera,Nematocera,Chironomidae,,,,85,,n,,
2906,Klingbach,up,2,2018-04-26,Diptera,Nematocera,Bibionidae,,,,2,,n,,
2907,Klingbach,up,2,2018-04-26,Diptera,Brachycera,,,,,3,,n,,
2908,Kaiserbach,down,1,2018-04-23,Coleoptera,,,,,,9,,y,y,
2909,Kaiserbach,down,1,2018-04-23,Diptera,Nematocera,Chironomidae,,,,38,,n,,
2910,Kaiserbach,down,1,2018-04-23,Ephemeroptera,,Baetidae,,Baetis,,7,,n,,
2911,Kropsbach,down,2,2018-04-23,Arachnida,,Araneae,,,,5,,y,y,
2912,Kropsbach,down,2,2018-04-23,Coleoptera,,,,,,1,,n,,
2913,Kropsbach,down,2,2018-04-23,Diptera,Nematocera,Chironomidae,,,,2,,n,,
2914,Klingbach,down,2,2018-04-23,Coleoptera,,,,,,8,,y,y,
2915,Klingbach,down,2,2018-04-23,Hymenoptera,,,,,,1,,n,,
2916,Klingbach,down,2,2018-04-23,Diptera,Nematocera,Chironomidae,,,,7,,n,,
2917,Klingbach,down,2,2018-04-23,Diptera,Brachycera,,,,,2,,n,,
2918,Klingbach,down,2,2018-04-23,Ephemeroptera,,Baetidae,,Baetis,,9,,n,,
2919,Otterbach,down,1,2018-04-23,Coleoptera,,,,,,3,,y,y,
2920,Otterbach,down,1,2018-04-23,Diptera,Nematocera,Chironomidae,,,,18,,n,,
2921,Otterbach,down,1,2018-04-23,Ephemeroptera,,Baetidae,,Baetis,rhodani,9,,n,,
2922,Triefenbach,down,2,2018-04-23,Hymenoptera,,,,,,1,,y,y,ggf. hässliche 1
2923,Triefenbach,down,2,2018-04-23,Diptera,Nematocera,Simuliidae,,,,2,,n,,
2924,Triefenbach,down,2,2018-04-23,Diptera,Nematocera,Chironomidae,,,,14,,n,,
2925,Triefenbach,down,2,2018-04-23,Ephemeroptera,,Baetidae,,Baetis,rhodani,5,,n,,
2926,Triefenbach,down,2,2018-04-23,Arachnida,,Araneae,,,,1,,n,,
2927,Kropsbach,down,1.2,2018-04-26,Coleoptera,,,,,,2,,y,Krobs down 1.2 26/04/18,
2928,Kropsbach,down,1.2,2018-04-26,Arachnida,,Araneae,,,,2,,n,,
2929,Kropsbach,down,1.2,2018-04-26,Hymenoptera,,,,,,1,,n,,
2930,Kropsbach,down,1.2,2018-04-26,Diptera,Nematocera,Chironomidae,,,,48,,n,,
2931,Triefenbach,down,1,2018-04-23,Coleoptera,,,,,,1,,y,y,
2932,Triefenbach,down,1,2018-04-23,Diptera,Nematocera,Chironomidae,,,,24,,n,,
2933,Triefenbach,down,1,2018-04-23,Diptera,Nematocera,Simuliidae,,,,2,,n,,
2934,Triefenbach,down,1,2018-04-23,Ephemeroptera,,Baetidae,,Baetis,rhodani,6,,n,,
2935,Modenbach,down,2.1,2018-04-23,Coleoptera,,,,,,52,,y,y,
2936,Modenbach,down,2.1,2018-04-23,Diptera,Brachycera,,,,,12,,n,,
2937,Modenbach,down,2.1,2018-04-23,Diptera,Nematocera,Chironomidae,,,,59,,n,,
2938,Modenbach,down,2.1,2018-04-23,Hymenoptera,,,,,,2,,n,,
2939,Modenbach,down,2.1,2018-04-23,Ephemeroptera,,Baetidae,,Baetis,macani,1,,n,,
2940,Isenach,up,2,2018-04-23,Diptera,Nematocera,Bibionidae,,,,1,,y,y,
2941,Isenach,up,2,2018-04-23,Diptera,Nematocera,Chironomidae,,,,3,,n,,
2942,Isenach,up,2,2018-04-23,Ephemeroptera,,Baetidae,,Baetis,rhodani,1,,n,,
2943,Kropsbach,up,2,2018-04-23,Coleoptera,,,,,,1,,y,y,
2944,Kropsbach,up,2,2018-04-23,Diptera,Nematocera,Chironomidae,,,,28,,n,,
2945,Kropsbach,up,2,2018-04-23,Diptera,Nematocera,Simuliidae,,,,1,,n,,
2946,Kropsbach,up,2,2018-04-23,Diptera,Brachycera,,,,,1,,n,,
2947,Kropsbach,up,2,2018-04-23,Plecoptera,,Nemouridae,,Protonemura,,1,,n,,
2948,Kropsbach,up,2,2018-04-23,Plecoptera,,Taeniopterygidae,,Brachyptera,,1,,n,,
2949,Hainbach,up,2,2018-04-23,Coleoptera,,,,,,13,,y,y,
2950,Hainbach,up,2,2018-04-23,Hymenoptera,,,,,,3,,n,,
2951,Hainbach,up,2,2018-04-23,Diptera,Nematocera,Chironomidae,,,,16,,n,,
2952,Hainbach,up,2,2018-04-23,Diptera,Nematocera,Simuliidae,,,,3,,n,,
2953,Hainbach,up,2,2018-04-23,Diptera,Brachycera,,,,,4,,n,,
2954,Hainbach,up,2,2018-04-23,Plecoptera,,Nemouridae,,Nemurella,pictetii,1,,n,,
2955,Russbach,up,2,2018-04-26,Coleoptera,,,,,,2,,y,,
2956,Russbach,up,2,2018-04-26,Diptera,Nematocera,Bibionidae,,,,7,,n,,
2957,Russbach,up,2,2018-04-26,Diptera,Nematocera,Simuliidae,,,,1,,n,,
2958,Russbach,up,2,2018-04-26,Diptera,Nematocera,Chironomidae,,,,1,,n,,
2959,Triefenbach,up,1,2018-04-23,Diptera,Nematocera,Chironomidae,,,,21,,n,,
2960,Triefenbach,up,1,2018-04-23,Trichoptera,,Rhyacophilidae,,Rhyacophila,,1,,n,,
2961,Triefenbach,up,1,2018-04-23,Sonstige,,,,,,1,,y,y,
2962,Modenbach,down,2,2018-04-23,Coleoptera,,,,,,2,,y,y,
2963,Modenbach,down,2,2018-04-23,Diptera,Nematocera,Chironomidae,,,,27,,n,,
2964,Modenbach,down,2,2018-04-23,Ephemeroptera,,Baetidae,,Baetis,rhodani,2,,n,,
2965,Klingbach,down,1,2018-04-23,Arachnida,,Araneae,,,,2,,y,y,
2966,Klingbach,down,1,2018-04-23,Coleoptera,,,,,,7,,n,,
2967,Klingbach,down,1,2018-04-23,Diptera,Nematocera,Chironomidae,,,,2,,n,,
2968,Klingbach,down,1,2018-04-23,Diptera,Nematocera,Psychodidae,,,,1,,n,,
2969,Klingbach,down,1,2018-04-23,Diptera,Brachycera,,,,,1,,n,,
2970,Klingbach,down,1,2018-04-23,Ephemeroptera,,Baetidae,,Baetis,macani,7,,n,,
2971,Isenach,up,2,2018-04-26,Coleoptera,,,,,,1,,y,y,
2972,Isenach,up,2,2018-04-26,Diptera,Nematocera,Chironomidae,,,,2,,n,,
2973,Isenach,up,2,2018-04-26,Diptera,Nematocera,Bibionidae,,,,1,,n,,
2974,Isenach,up,2,2018-04-26,Plecoptera,,Nemouridae,,Protonemura,,1,,n,,
2975,Otterbach,up,1,2018-04-23,Coleoptera,,,,,,1,,y,y,
2976,Otterbach,up,1,2018-04-23,Diptera,Nematocera,Chironomidae,,,,2,,n,,
2977,Otterbach,up,1,2018-04-23,Diptera,Nematocera,Chaoboridae,,,,1,,n,,
2978,Otterbach,up,1,2018-04-23,Diptera,Brachycera,,,,,1,,n,,
2979,Otterbach,up,1,2018-04-23,Ephemeroptera,,Baetidae,,Baetis,rhodani,2,,n,,
2980,Isenach,down,1,2018-04-26,Coleoptera,,,,,,1,,y,y,
2981,Isenach,down,1,2018-04-26,Diptera,Nematocera,Chironomidae,,,,44,,n,,
2982,Isenach,down,1,2018-04-26,Trichoptera,,Hydropsychidae,,Hydropsyche,,1,,n,,
2983,Isenach,down,1,2018-04-26,Diptera,Nematocera,Bibionidae,,,,1,,n,,
2984,Dierbach,down,1,2018-04-23,Diptera,Nematocera,Simuliidae,,,,1,,y,y,
2985,Dierbach,down,1,2018-04-23,Diptera,Nematocera,Chironomidae,,,,5,,n,,
2986,Dierbach,up,1,2018-04-23,Coleoptera,,,,,,1,,y,y,
2987,Dierbach,up,1,2018-04-23,Diptera,Nematocera,Chironomidae,,,,12,,n,,
2988,Otterbach,down,2,2018-04-26,Coleoptera,,,,,,1,,y,y,
2989,Otterbach,down,2,2018-04-26,Diptera,Nematocera,Chironomidae,,,,13,,n,,
2990,Otterbach,down,2,2018-04-26,Diptera,Brachycera,,,,,1,,n,,
2991,Otterbach,down,2,2018-04-26,Ephemeroptera,,Baetidae,,Baetis,rhodani,4,,n,,
2992,Kropsbach,up,1,2018-04-23,Arachnida,,Araneae,,,,1,,y,y,
2993,Kropsbach,up,1,2018-04-23,Coleoptera,,,,,,3,,n,,
2994,Kropsbach,up,1,2018-04-23,Diptera,Nematocera,Chironomidae,,,,41,,n,,
2995,Dierbach,down,2,2018-04-23,Coleoptera,,,,,,4,,y,y,
2996,Dierbach,down,2,2018-04-23,Diptera,Nematocera,Chironomidae,,,,47,,n,,
2997,Dierbach,down,2,2018-04-23,Diptera,Nematocera,Chaoboridae,,,,1,,n,,
2998,Dierbach,down,2,2018-04-23,Diptera,Nematocera,Psychodidae,,,,1,,n,,
2999,Dierbach,down,2,2018-04-23,Diptera,Brachycera,,,,,1,,n,,
3000,Dierbach,down,2,2018-04-23,Hymenoptera,,,,,,1,,n,,
3001,Kaiserbach,up,2,2018-04-23,Coleoptera,,,,,,1,,y,y,
3002,Kaiserbach,down,2,2018-04-23,Coleoptera,,,,,,2,,y,y,
3003,Kaiserbach,down,2,2018-04-23,Diptera,Nematocera,Chironomidae,,,,6,,n,,
3004,Isenach,up,1,2018-04-23,Diptera,Nematocera,Chironomidae,,,,2,,n,,
3005,Isenach,up,1,2018-04-23,Diptera,Nematocera,Bibionidae,,,,1,,y,y,
3006,Isenach,up,1,2018-04-23,Ephemeroptera,,Baetidae,,Baetis,macani,1,,n,,
3007,Otterbach,up,2,2018-04-23,Coleoptera,,,,,,1,,y,y,
3008,Otterbach,up,2,2018-04-23,Diptera,Nematocera,Chironomidae,,,,7,,n,,
3009,Otterbach,up,2,2018-04-23,Diptera,Nematocera,Simuliidae,,,,1,,n,,
3010,Otterbach,up,2,2018-04-23,Diptera,Nematocera,Chaoboridae,,,,1,,n,,
3011,Otterbach,up,2,2018-04-23,Ephemeroptera,,Baetidae,,Baetis,rhodani,2,,n,,
3012,Dierbach,up,2,2018-04-23,Diptera,Nematocera,Simuliidae,,,,2,,y,y,
3013,Dierbach,up,2,2018-04-23,Diptera,Nematocera,Chironomidae,,,,11,,n,,
3014,Dierbach,up,2,2018-04-23,Plecoptera,,Leuctridae,,Leuctra,,8,,n,,
3015,Klingbach,down,1,2018-04-26,Coleoptera,,,,,,2,,y,y,
3016,Klingbach,down,1,2018-04-26,Diptera,Nematocera,Bibionidae,,,,1,,n,,
3017,Klingbach,down,1,2018-04-26,Diptera,Brachycera,,,,,1,,n,,
3018,Klingbach,down,1,2018-04-26,Ephemeroptera,,Baetidae,,Baetis,rhodani,1,,n,,
3019,Russbach,up,2,2018-04-23,Coleoptera,,,,,,2,,y,y,
3020,Russbach,up,2,2018-04-23,Diptera,Nematocera,Simuliidae,,,,1,,n,,
3021,Russbach,up,2,2018-04-23,Diptera,Nematocera,Chironomidae,,,,7,,n,,
3022,Russbach,down,2,2018-04-23,Diptera,Nematocera,Chironomidae,,,,5,,y,y,
3023,Kaiserbach,up,1,2018-04-30,Coleoptera,,,,,,2,,y,y,
3024,Kaiserbach,up,1,2018-04-30,Diptera,Nematocera,Bibionidae,,,,1,,n,,
3025,Klingbach,down,2,2018-04-30,Arachnida,,Araneae,,,,1,,y,y,
3026,Klingbach,down,2,2018-04-30,Coleoptera,,,,,,3,,n,,
3027,Klingbach,down,2,2018-04-30,Hymenoptera,,,,,,2,,n,,
3028,Klingbach,down,2,2018-04-30,Diptera,Nematocera,Chironomidae,,,,2,,n,,
3029,Klingbach,down,2,2018-04-30,Ephemeroptera,,Baetidae,,Baetis,macani,2,,n,,
3030,Russbach,down,1,2018-04-30,Coleoptera,,,,,,10,,y,y,
3031,Russbach,down,1,2018-04-30,Diptera,Nematocera,Chironomidae,,,,33,,n,,
3032,Russbach,down,1,2018-04-30,Diptera,Nematocera,Bibionidae,,,,1,,n,,
3033,Russbach,down,1,2018-04-30,Diptera,Brachycera,,,,,1,,n,,
3034,Russbach,down,1,2018-04-30,Arachnida,,Araneae,,,,1,,n,,
3035,Kaiserbach,up,2,2018-04-30,Coleoptera,,,,,,3,,y,y,
3036,Kaiserbach,up,2,2018-04-30,Hymenoptera,,,,,,2,,n,,
3037,Kaiserbach,up,2,2018-04-30,Diptera,Nematocera,Chironomidae,,,,4,,n,,
3038,Kaiserbach,up,2,2018-04-30,Diptera,Nematocera,Bibionidae,,,,3,,n,,
3039,Kaiserbach,up,2,2018-04-30,Diptera,Nematocera,Simuliidae,,,,1,,n,,
3040,Kaiserbach,up,2,2018-04-30,Ephemeroptera,,Baetidae,,Baetis,macani,1,,n,,
3041,Russbach,up,2,2018-04-30,Coleoptera,,,,,,4,,y,y,
3042,Russbach,up,2,2018-04-30,Diptera,Nematocera,Bibionidae,,,,2,,n,,
3043,Kropsbach,down,1,2018-04-30,Coleoptera,,,,,,2,,y,y,
3044,Kropsbach,down,1,2018-04-30,Diptera,Nematocera,Chironomidae,,,,87,,n,,
3045,Kropsbach,down,1,2018-04-30,Trichoptera,,Hydropsychidae,,Hydropsyche,,3,,n,,
3046,Kropsbach,down,1,2018-04-30,Diptera,Brachycera,,,,,2,,n,,
3047,Kropsbach,down,1,2018-04-30,Ephemeroptera,,Baetidae,,Baetis,rhodani,1,,n,,
3048,Russbach,up,1,2018-04-30,Coleoptera,,,,,,13,,y,y,
3049,Russbach,up,1,2018-04-30,Diptera,Nematocera,Chironomidae,,,,8,,n,,
3050,Russbach,up,1,2018-04-30,Diptera,Nematocera,Bibionidae,,,,6,,n,,
3051,Triefenbach,down,2,2018-04-30,Diptera,Nematocera,Simuliidae,,,,2,,y,y,
3052,Triefenbach,down,2,2018-04-30,Diptera,Nematocera,Chironomidae,,,,27,,n,,
3053,Triefenbach,down,1,2018-04-30,Coleoptera,,,,,,2,,y,y,
3054,Triefenbach,down,1,2018-04-30,Diptera,Nematocera,Chironomidae,,,,10,,n,,
3055,Triefenbach,down,1,2018-04-30,Diptera,Nematocera,Simuliidae,,,,4,,n,,
3056,Triefenbach,down,1,2018-04-30,Diptera,Nematocera,Bibionidae,,,,1,,n,,
3057,Triefenbach,down,1,2018-04-30,Ephemeroptera,,Baetidae,,Baetis,rhodani,1,,n,,
3058,Dierbach,down,2,2018-04-30,Coleoptera,,,,,,7,,y,y,
3059,Dierbach,down,2,2018-04-30,Diptera,Nematocera,Chironomidae,,,,23,,n,,
3060,Dierbach,down,2,2018-04-30,Diptera,Nematocera,Simuliidae,,,,1,,n,,
3061,Dierbach,down,2,2018-04-30,Diptera,Nematocera,Psychodidae,,,,2,,n,,
3062,Dierbach,down,2,2018-04-30,Diptera,Brachycera,,,,,6,,n,,
3063,Dierbach,down,2,2018-04-30,Diptera,Nematocera,Sciaridae,,,,1,,n,,
3064,Dierbach,down,2,2018-04-30,Hymenoptera,,,,,,3,,n,,
3065,Dierbach,down,2,2018-04-30,Sonstige,,,,,,1,köcherfliegenlarve,n,,
3066,Kaiserbach,down,2,2018-04-30,Coleoptera,,,,,,1,,y,y,
3067,Kaiserbach,down,2,2018-04-30,Diptera,Nematocera,Chironomidae,,,,2,,n,,
3068,Hainbach,up,1,2018-04-30,Diptera,Nematocera,Bibionidae,,,,2,,y,y,Fühler abgebrochen in Eppi
3069,Otterbach,up,2,2018-04-30,Coleoptera,,,,,,1,,y,y,
3070,Otterbach,up,2,2018-04-30,Arachnida,,Araneae,,,,2,,n,,
3071,Otterbach,down,1,2018-04-26,Arachnida,,Araneae,,,,1,,y,y,
3072,Otterbach,down,1,2018-04-26,Coleoptera,,,,,,3,,n,,
3073,Otterbach,down,1,2018-04-26,Diptera,Nematocera,Chironomidae,,,,23,,n,,
3074,Otterbach,down,1,2018-04-26,Ephemeroptera,,Baetidae,,Baetis,rhodani,2,,n,,
3075,Klingbach,down,2,2018-04-26,Coleoptera,,,,,,8,,y,y,
3076,Klingbach,down,2,2018-04-26,Hymenoptera,,,,,,2,,n,,
3077,Klingbach,down,2,2018-04-26,Diptera,Nematocera,Chironomidae,,,,2,,n,,
3078,Klingbach,down,2,2018-04-26,Diptera,Brachycera,,,,,1,,n,,
3079,Klingbach,down,2,2018-04-26,Ephemeroptera,,Baetidae,,Baetis,macani,2,,n,,
3080,Kropsbach,up,2,2018-04-30,Coleoptera,,,,,,3,,y,y,
3081,Kropsbach,up,2,2018-04-30,Diptera,Nematocera,Chironomidae,,,,18,,n,,
3082,Kropsbach,up,2,2018-04-30,Diptera,Nematocera,Bibionidae,,,,2,,n,,
3083,Kropsbach,up,2,2018-04-30,Diptera,Brachycera,,,,,1,,n,,
3084,Kropsbach,up,2,2018-04-30,Diptera,Nematocera,Chaoboridae,,,,1,,n,,
3085,Kropsbach,up,2,2018-04-30,Plecoptera,,Taeniopterygidae,,Brachyptera,,1,,n,,
3086,Hainbach,up,2,2018-04-30,Coleoptera,,,,,,10,,y,y,
3087,Hainbach,up,2,2018-04-30,Arachnida,,Araneae,,,,2,,n,,
3088,Hainbach,up,2,2018-04-30,Diptera,Nematocera,Bibionidae,,,,20,,n,,
3089,Hainbach,up,2,2018-04-30,Diptera,Nematocera,Chironomidae,,,,1,,n,,
3090,Hainbach,up,2,2018-04-30,Diptera,Brachycera,,,,,1,,n,,
3091,Hainbach,up,2,2018-04-30,Sonstige,,,,,,1,wanze,n,,
3092,Hainbach,up,2,2018-04-30,Hymenoptera,,,,,,1,,n,,
3093,Russbach,up,1,2018-04-26,Coleoptera,,,,,,1,,y,y,
3094,Russbach,up,1,2018-04-26,Diptera,Nematocera,Chironomidae,,,,1,,n,,
3095,Russbach,up,1,2018-04-26,Diptera,Nematocera,Sciaridae,,,,1,,n,,
3096,Russbach,up,1,2018-04-26,Diptera,Nematocera,Bibionidae,,,,6,,n,,
3097,Russbach,up,1,2018-04-26,Ephemeroptera,,Baetidae,,Baetis,macani,1,,n,,
3098,Dierbach,up,2,2018-04-26,Diptera,Nematocera,Bibionidae,,,,1,,y,y,
3099,Dierbach,up,2,2018-04-26,Diptera,Nematocera,Chironomidae,,,,1,,n,,
3100,Dierbach,up,2,2018-04-26,Ephemeroptera,,Baetidae,,Baetis,,1,,n,,
3101,Dierbach,up,2,2018-04-26,Plecoptera,,Leuctridae,,Leuctra,,3,,n,,
3102,Kropsbach,up,1,2018-04-26,Coleoptera,,,,,,2,,y,y,
3103,Kropsbach,up,1,2018-04-26,Diptera,Nematocera,Bibionidae,,,,1,,n,,
3104,Kropsbach,up,1,2018-04-26,Diptera,Nematocera,Chironomidae,,,,6,,n,,
3105,Kropsbach,up,1,2018-04-26,Plecoptera,,Nemouridae,,Protonemura,,1,,n,,
3106,Kaiserbach,up,2,2018-04-26,Coleoptera,,,,,,3,,y,y,
3107,Kaiserbach,up,2,2018-04-26,Diptera,Nematocera,Chironomidae,,,,1,,n,,
3108,Kaiserbach,up,2,2018-04-26,Diptera,Nematocera,Chaoboridae,,,,1,,n,,
3109,Kaiserbach,up,2,2018-04-26,Ephemeroptera,,Baetidae,,Baetis,macani,3,,n,,
3110,Otterbach,up,1,2018-04-26,Diptera,Nematocera,Bibionidae,,,,1,,y,y,
3111,Otterbach,up,1,2018-04-26,Diptera,Nematocera,Chironomidae,,,,13,,n,,
3112,Otterbach,up,1,2018-04-26,Ephemeroptera,,Baetidae,,Baetis,macani,2,,n,,
3113,Isenach,down,2,2018-04-26,Coleoptera,,,,,,1,,y,y,
3114,Isenach,down,2,2018-04-26,Diptera,Nematocera,Chironomidae,,,,31,,n,,
3115,Kaiserbach,down,2,2018-05-24,Coleoptera,,,,,,1,,y,Kaiser down2 24/04/18,
3116,Kaiserbach,down,2,2018-05-24,Diptera,Nematocera,Chironomidae,,,,3,,n,,
3117,Kaiserbach,down,2,2018-05-24,Ephemeroptera,,Baetidae,,Baetis,macani,1,,n,,
3118,Hainbach,up,1,2018-04-26,Coleoptera,,,,,,3,,y,y,
3119,Hainbach,up,1,2018-04-26,Hymenoptera,,,,,,2,,n,,
3120,Hainbach,up,1,2018-04-26,Diptera,Nematocera,Chironomidae,,,,2,,n,,
3121,Hainbach,up,1,2018-04-26,Diptera,Nematocera,Bibionidae,,,,7,,n,,
3122,Hainbach,up,1,2018-04-26,Diptera,Nematocera,Mycetophilidae,,,,1,,n,,
3123,Hainbach,up,1,2018-04-26,Diptera,Brachycera,,,,,1,,n,,
3124,Kropsbach,down,1,2018-04-26,Arachnida,,Araneae,,,,4,,y,y,
3125,Kropsbach,down,1,2018-04-26,Coleoptera,,,,,,3,,n,,
3126,Kropsbach,down,1,2018-04-26,Diptera,Nematocera,Chironomidae,,,,60,,n,,
3127,Kropsbach,down,1,2018-04-26,Diptera,Nematocera,Bibionidae,,,,1,,n,,
3128,Kropsbach,down,1,2018-04-26,Diptera,Brachycera,,,,,1,,n,,
3129,Kropsbach,down,1,2018-04-26,Trichoptera,,Hydropsychidae,,Hydropsyche,,3,,n,,
3130,Modenbach,up,1,2018-04-26,Coleoptera,,,,,,1,,y,y,
3131,Modenbach,up,1,2018-04-26,Diptera,Nematocera,Chironomidae,,,,2,,n,,
3132,Modenbach,up,1,2018-04-26,Diptera,Nematocera,Bibionidae,,,,1,,n,,
3133,Modenbach,up,1,2018-04-26,Plecoptera,,Nemouridae,,Protonemura,,12,,n,,
3134,Modenbach,up,1,2018-04-26,Ephemeroptera,,Baetidae,,Baetis,,1,,n,,
3135,Dierbach,up,1,2018-04-26,Coleoptera,,,,,,3,,y,y,
3136,Dierbach,up,1,2018-04-26,Diptera,Brachycera,,,,,5,,n,,
3137,Dierbach,up,1,2018-04-26,Diptera,Nematocera,Chironomidae,,,,1,,n,,
3138,Dierbach,up,1,2018-04-26,Diptera,Nematocera,Chaoboridae,,,,1,,n,,
3139,Dierbach,up,1,2018-04-26,Diptera,Nematocera,Sciaridae,,,,1,,n,,
3140,Kaiserbach,up,1,2018-04-26,Diptera,Nematocera,Chironomidae,,,,1,,y,y,
3141,Otterbach,up,2,2018-04-26,Diptera,Nematocera,Bibionidae,,,,1,,y,y,
3142,Otterbach,up,2,2018-04-26,Diptera,Nematocera,Chironomidae,,,,2,,n,,
3143,Otterbach,up,2,2018-04-26,Diptera,Nematocera,Chaoboridae,,,,2,,n,,
3144,Otterbach,up,2,2018-04-26,Ephemeroptera,,Baetidae,,Baetis,macani,1,,n,,
3145,Russbach,down,2,2018-04-26,Coleoptera,,,,,,11,,y,y,
3146,Russbach,down,2,2018-04-26,Diptera,Nematocera,Chironomidae,,,,11,,n,,
3147,Klingbach,up,1,2018-04-26,Diptera,Nematocera,Chironomidae,,,,60,,n,,
3148,Klingbach,up,1,2018-04-26,Ephemeroptera,,Baetidae,,Baetis,macani,1,,y,y,
3149,Modenbach,down,1,2018-04-26,Diptera,Nematocera,Bibionidae,,,,1,,y,y,
3150,Modenbach,down,1,2018-04-26,Diptera,Nematocera,Chironomidae,,,,2,,n,,
3151,Modenbach,down,1,2018-04-26,Ephemeroptera,,Baetidae,,Baetis,rhodani,4,,n,,
3152,Triefenbach,down,2,2018-04-26,Diptera,Brachycera,,,,,1,,y,y,
3153,Triefenbach,down,2,2018-04-26,Diptera,Nematocera,Simuliidae,,,,2,,n,,
3154,Triefenbach,down,2,2018-04-26,Diptera,Nematocera,Chironomidae,,,,9,,n,,
3155,Triefenbach,down,2,2018-04-26,Ephemeroptera,,Baetidae,,Baetis,rhodani,2,,n,,
3156,Triefenbach,up,1,2018-04-26,Diptera,Nematocera,Chironomidae,,,,1,,y,y,
3157,Triefenbach,up,1,2018-04-26,Arachnida,,Araneae,,,,1,,n,,
3158,Kaiserbach,down,1,2018-04-26,Coleoptera,,,,,,6,,y,y,
3159,Kaiserbach,down,1,2018-04-26,Diptera,Nematocera,Chironomidae,,,,7,,n,,
3160,Kaiserbach,down,1,2018-04-26,Ephemeroptera,,,,,,1,"nur leerer kopfpanzer, nicht für irgendwiene analyse nutzen",n,,
3161,Kropsbach,up,2,2018-04-26,Hymenoptera,,,,,,1,,y,y,
3162,Kropsbach,up,2,2018-04-26,Ephemeroptera,,Baetidae,,Baetis,macani,1,,n,,
3163,Kropsbach,up,2,2018-04-26,Diptera,Nematocera,Chironomidae,,,,13,,n,,
3164,Kropsbach,up,2,2018-04-26,Plecoptera,,Taeniopterygidae,,Brachyptera,,1,,n,,
3165,Kropsbach,up,2,2018-04-26,Plecoptera,,Leuctridae,,Leuctra,,1,,n,,
3166,Isenach,up,1,2018-04-26,Diptera,Nematocera,Bibionidae,,,,1,,y,y,
3167,Isenach,up,1,2018-04-26,Diptera,Nematocera,Chironomidae,,,,1,,n,,
3168,Modenbach,down,2,2018-04-26,Coleoptera,,,,,,56,,y,y,
3169,Modenbach,down,2,2018-04-26,Hymenoptera,,,,,,2,,n,,
3170,Modenbach,down,2,2018-04-26,Diptera,Nematocera,Bibionidae,,,,6,,n,,
3171,Modenbach,down,2,2018-04-26,Diptera,Brachycera,,,,,6,,n,,
3172,Modenbach,down,2,2018-04-26,Ephemeroptera,,Baetidae,,Baetis,rhodani,6,,n,,
3173,Kropsbach,down,2,2018-04-26,Coleoptera,,,,,,3,,y,y,
