"site","stream","pos_ord","position","trap","time","season","collection_days","area_trap","order","number_sample","biomass_sample","biomass_area_day_mg","number_area_day","day"
"Hainbach_vine","Hainbach","vine_Plecoptera","vine",1,2018-07-05,"summer",3,0.25,"Plecoptera",0,0,0,0,186
"Hainbach_vine","Hainbach","vine_Plecoptera","vine",1,2018-07-09,"summer",4,0.25,"Plecoptera",0,0,0,0,190
"Hainbach_vine","Hainbach","vine_Plecoptera","vine",1,2018-07-12,"summer",3,0.25,"Plecoptera",0,0,0,0,193
"Hainbach_vine","Hainbach","vine_Plecoptera","vine",1,2018-07-18,"summer",2,0.25,"Plecoptera",0,0,0,0,199
"Hainbach_vine","Hainbach","vine_Plecoptera","vine",1,2018-07-23,"summer",5,0.25,"Plecoptera",0,0,0,0,204
"Hainbach_vine","Hainbach","vine_Plecoptera","vine",1,2018-07-26,"summer",3,0.25,"Plecoptera",0,0,0,0,207
"Hainbach_vine","Hainbach","vine_Plecoptera","vine",1,2018-07-30,"autumn",4,0.25,"Plecoptera",0,0,0,0,211
"Hainbach_vine","Hainbach","vine_Plecoptera","vine",1,2018-08-01,"autumn",2,0.25,"Plecoptera",0,0,0,0,213
"Hainbach_vine","Hainbach","vine_Plecoptera","vine",1,2018-08-06,"autumn",5,0.25,"Plecoptera",0,0,0,0,218
"Hainbach_vine","Hainbach","vine_Plecoptera","vine",1,2018-08-09,"autumn",3,0.25,"Plecoptera",0,0,0,0,221
"Hainbach_vine","Hainbach","vine_Plecoptera","vine",1,2018-08-16,"autumn",3,0.25,"Plecoptera",0,0,0,0,228
"Hainbach_vine","Hainbach","vine_Plecoptera","vine",1,2018-08-20,"autumn",4,0.25,"Plecoptera",0,0,0,0,232
"Hainbach_vine","Hainbach","vine_Plecoptera","vine",1,2018-08-22,"autumn",2,0.25,"Plecoptera",0,0,0,0,234
"Hainbach_vine","Hainbach","vine_Plecoptera","vine",1,2018-08-30,"autumn",3,0.25,"Plecoptera",0,0,0,0,242
"Hainbach_vine","Hainbach","vine_Plecoptera","vine",1,2018-09-04,"autumn",5,0.25,"Plecoptera",0,0,0,0,247
"Hainbach_vine","Hainbach","vine_Plecoptera","vine",1,2018-09-06,"autumn",2,0.25,"Plecoptera",0,0,0,0,249
"Hainbach_vine","Hainbach","vine_Plecoptera","vine",1,2018-09-11,"autumn",5,0.25,"Plecoptera",0,0,0,0,254
"Hainbach_vine","Hainbach","vine_Plecoptera","vine",1,2018-09-13,"autumn",2,0.25,"Plecoptera",0,0,0,0,256
"Hainbach_vine","Hainbach","vine_Plecoptera","vine",2,2018-03-22,"spring",3,0.25,"Plecoptera",0,0,0,0,81
"Hainbach_vine","Hainbach","vine_Plecoptera","vine",2,2018-03-27,"spring",5,0.25,"Plecoptera",0,0,0,0,86
"Hainbach_vine","Hainbach","vine_Plecoptera","vine",2,2018-03-29,"spring",2,0.25,"Plecoptera",0,0,0,0,88
"Hainbach_vine","Hainbach","vine_Plecoptera","vine",2,2018-04-03,"spring",5,0.25,"Plecoptera",0,0,0,0,93
"Hainbach_vine","Hainbach","vine_Plecoptera","vine",2,2018-04-06,"spring",3,0.25,"Plecoptera",0,0,0,0,96
"Hainbach_vine","Hainbach","vine_Plecoptera","vine",2,2018-04-09,"spring",3,0.25,"Plecoptera",0,0,0,0,99
"Hainbach_vine","Hainbach","vine_Plecoptera","vine",2,2018-04-12,"spring",3,0.25,"Plecoptera",0,0,0,0,102
"Hainbach_vine","Hainbach","vine_Plecoptera","vine",2,2018-04-19,"spring",3,0.25,"Plecoptera",0,0,0,0,109
"Hainbach_vine","Hainbach","vine_Plecoptera","vine",2,2018-04-23,"spring",4,0.25,"Plecoptera",0,0,0,0,113
"Hainbach_vine","Hainbach","vine_Plecoptera","vine",2,2018-04-30,"spring",4,0.25,"Plecoptera",0,0,0,0,120
"Hainbach_vine","Hainbach","vine_Plecoptera","vine",2,2018-05-03,"spring",3,0.25,"Plecoptera",0,0,0,0,123
"Hainbach_vine","Hainbach","vine_Plecoptera","vine",2,2018-05-07,"spring",4,0.25,"Plecoptera",0,0,0,0,127
"Hainbach_vine","Hainbach","vine_Plecoptera","vine",2,2018-05-10,"spring",3,0.25,"Plecoptera",0,0,0,0,130
"Hainbach_vine","Hainbach","vine_Plecoptera","vine",2,2018-05-15,"spring",5,0.25,"Plecoptera",0,0,0,0,135
"Hainbach_vine","Hainbach","vine_Plecoptera","vine",2,2018-05-17,"summer",2,0.25,"Plecoptera",0,0,0,0,137
"Hainbach_vine","Hainbach","vine_Plecoptera","vine",2,2018-05-22,"summer",5,0.25,"Plecoptera",0,0,0,0,142
"Hainbach_vine","Hainbach","vine_Plecoptera","vine",2,2018-05-24,"summer",2,0.25,"Plecoptera",0,0,0,0,144
"Hainbach_vine","Hainbach","vine_Plecoptera","vine",2,2018-05-28,"summer",4,0.25,"Plecoptera",0,0,0,0,148
"Hainbach_vine","Hainbach","vine_Plecoptera","vine",2,2018-05-30,"summer",2,0.25,"Plecoptera",0,0,0,0,150
"Hainbach_vine","Hainbach","vine_Plecoptera","vine",2,2018-06-11,"summer",3,0.25,"Plecoptera",0,0,0,0,162
"Hainbach_vine","Hainbach","vine_Plecoptera","vine",2,2018-06-14,"summer",3,0.25,"Plecoptera",0,0,0,0,165
"Hainbach_vine","Hainbach","vine_Plecoptera","vine",2,2018-06-18,"summer",4,0.25,"Plecoptera",0,0,0,0,169
"Hainbach_vine","Hainbach","vine_Plecoptera","vine",2,2018-06-21,"summer",3,0.25,"Plecoptera",0,0,0,0,172
"Hainbach_vine","Hainbach","vine_Plecoptera","vine",2,2018-06-25,"summer",4,0.25,"Plecoptera",0,0,0,0,176
"Hainbach_vine","Hainbach","vine_Plecoptera","vine",2,2018-06-28,"summer",3,0.25,"Plecoptera",0,0,0,0,179
"Hainbach_vine","Hainbach","vine_Plecoptera","vine",2,2018-07-02,"summer",4,0.25,"Plecoptera",0,0,0,0,183
"Hainbach_vine","Hainbach","vine_Plecoptera","vine",2,2018-07-05,"summer",3,0.25,"Plecoptera",0,0,0,0,186
"Hainbach_vine","Hainbach","vine_Plecoptera","vine",2,2018-07-09,"summer",4,0.25,"Plecoptera",0,0,0,0,190
"Hainbach_vine","Hainbach","vine_Plecoptera","vine",2,2018-07-12,"summer",3,0.25,"Plecoptera",0,0,0,0,193
"Hainbach_vine","Hainbach","vine_Plecoptera","vine",2,2018-07-16,"summer",4,0.25,"Plecoptera",0,0,0,0,197
"Hainbach_vine","Hainbach","vine_Plecoptera","vine",2,2018-07-18,"summer",2,0.25,"Plecoptera",0,0,0,0,199
"Hainbach_vine","Hainbach","vine_Plecoptera","vine",2,2018-07-26,"summer",3,0.25,"Plecoptera",0,0,0,0,207
"Hainbach_vine","Hainbach","vine_Plecoptera","vine",2,2018-07-30,"autumn",4,0.25,"Plecoptera",0,0,0,0,211
"Hainbach_vine","Hainbach","vine_Plecoptera","vine",2,2018-08-01,"autumn",2,0.25,"Plecoptera",0,0,0,0,213
"Hainbach_vine","Hainbach","vine_Plecoptera","vine",2,2018-08-06,"autumn",5,0.25,"Plecoptera",0,0,0,0,218
"Hainbach_vine","Hainbach","vine_Plecoptera","vine",2,2018-08-09,"autumn",3,0.25,"Plecoptera",0,0,0,0,221
"Hainbach_vine","Hainbach","vine_Plecoptera","vine",2,2018-08-16,"autumn",3,0.25,"Plecoptera",0,0,0,0,228
"Hainbach_vine","Hainbach","vine_Plecoptera","vine",2,2018-08-22,"autumn",2,0.25,"Plecoptera",0,0,0,0,234
"Isenach_forest","Isenach","forest_Plecoptera","forest",1,2018-03-22,"spring",3,0.25,"Plecoptera",0,0,0,0,81
"Isenach_forest","Isenach","forest_Plecoptera","forest",1,2018-03-27,"spring",5,0.25,"Plecoptera",0,0,0,0,86
"Isenach_forest","Isenach","forest_Plecoptera","forest",1,2018-03-29,"spring",2,0.25,"Plecoptera",0,0,0,0,88
"Isenach_forest","Isenach","forest_Plecoptera","forest",1,2018-04-03,"spring",5,0.25,"Plecoptera",1,1.961,1.5688,0.8,93
"Isenach_forest","Isenach","forest_Plecoptera","forest",1,2018-04-06,"spring",3,0.25,"Plecoptera",0,0,0,0,96
"Isenach_forest","Isenach","forest_Plecoptera","forest",1,2018-04-09,"spring",3,0.25,"Plecoptera",0,0,0,0,99
"Isenach_forest","Isenach","forest_Plecoptera","forest",1,2018-04-12,"spring",3,0.25,"Plecoptera",0,0,0,0,102
"Isenach_forest","Isenach","forest_Plecoptera","forest",1,2018-04-16,"spring",4,0.25,"Plecoptera",0,0,0,0,106
"Isenach_forest","Isenach","forest_Plecoptera","forest",1,2018-04-19,"spring",3,0.25,"Plecoptera",2,11.4549,15.2732,2.66666666666667,109
"Isenach_forest","Isenach","forest_Plecoptera","forest",1,2018-04-23,"spring",4,0.25,"Plecoptera",0,0,0,0,113
"Isenach_forest","Isenach","forest_Plecoptera","forest",1,2018-04-26,"spring",3,0.25,"Plecoptera",0,0,0,0,116
"Isenach_forest","Isenach","forest_Plecoptera","forest",1,2018-04-30,"spring",4,0.25,"Plecoptera",2,2.4642,2.4642,2,120
"Isenach_forest","Isenach","forest_Plecoptera","forest",1,2018-05-03,"spring",3,0.25,"Plecoptera",0,0,0,0,123
"Isenach_forest","Isenach","forest_Plecoptera","forest",1,2018-05-07,"spring",4,0.25,"Plecoptera",1,0.9063,0.9063,1,127
"Isenach_forest","Isenach","forest_Plecoptera","forest",1,2018-05-10,"spring",3,0.25,"Plecoptera",0,0,0,0,130
"Isenach_forest","Isenach","forest_Plecoptera","forest",1,2018-05-15,"spring",5,0.25,"Plecoptera",1,1.1376,0.91008,0.8,135
"Isenach_forest","Isenach","forest_Plecoptera","forest",1,2018-05-17,"summer",2,0.25,"Plecoptera",1,1.051,2.102,2,137
"Isenach_forest","Isenach","forest_Plecoptera","forest",1,2018-05-22,"summer",5,0.25,"Plecoptera",0,0,0,0,142
"Isenach_forest","Isenach","forest_Plecoptera","forest",1,2018-05-24,"summer",2,0.25,"Plecoptera",0,0,0,0,144
"Isenach_forest","Isenach","forest_Plecoptera","forest",1,2018-05-28,"summer",4,0.25,"Plecoptera",0,0,0,0,148
"Isenach_forest","Isenach","forest_Plecoptera","forest",1,2018-05-30,"summer",2,0.25,"Plecoptera",0,0,0,0,150
"Isenach_forest","Isenach","forest_Plecoptera","forest",1,2018-06-04,"summer",5,0.25,"Plecoptera",0,0,0,0,155
"Isenach_forest","Isenach","forest_Plecoptera","forest",1,2018-06-09,"summer",5,0.25,"Plecoptera",0,0,0,0,160
"Isenach_forest","Isenach","forest_Plecoptera","forest",1,2018-06-11,"summer",2,0.25,"Plecoptera",0,0,0,0,162
"Isenach_forest","Isenach","forest_Plecoptera","forest",1,2018-06-15,"summer",4,0.25,"Plecoptera",0,0,0,0,166
"Isenach_forest","Isenach","forest_Plecoptera","forest",1,2018-06-18,"summer",3,0.25,"Plecoptera",0,0,0,0,169
"Isenach_forest","Isenach","forest_Plecoptera","forest",1,2018-06-21,"summer",3,0.25,"Plecoptera",0,0,0,0,172
"Isenach_forest","Isenach","forest_Plecoptera","forest",1,2018-06-25,"summer",4,0.25,"Plecoptera",0,0,0,0,176
"Isenach_forest","Isenach","forest_Plecoptera","forest",1,2018-06-28,"summer",3,0.25,"Plecoptera",0,0,0,0,179
"Isenach_forest","Isenach","forest_Plecoptera","forest",1,2018-07-02,"summer",4,0.25,"Plecoptera",0,0,0,0,183
"Isenach_forest","Isenach","forest_Plecoptera","forest",1,2018-07-05,"summer",3,0.25,"Plecoptera",0,0,0,0,186
"Isenach_forest","Isenach","forest_Plecoptera","forest",1,2018-07-09,"summer",4,0.25,"Plecoptera",0,0,0,0,190
"Isenach_forest","Isenach","forest_Plecoptera","forest",1,2018-07-12,"summer",3,0.25,"Plecoptera",0,0,0,0,193
"Isenach_forest","Isenach","forest_Plecoptera","forest",1,2018-07-17,"summer",5,0.25,"Plecoptera",0,0,0,0,198
"Isenach_forest","Isenach","forest_Plecoptera","forest",1,2018-07-19,"summer",2,0.25,"Plecoptera",0,0,0,0,200
"Isenach_forest","Isenach","forest_Plecoptera","forest",1,2018-07-23,"summer",4,0.25,"Plecoptera",0,0,0,0,204
"Isenach_forest","Isenach","forest_Plecoptera","forest",1,2018-07-26,"summer",3,0.25,"Plecoptera",0,0,0,0,207
"Isenach_forest","Isenach","forest_Plecoptera","forest",1,2018-07-31,"autumn",5,0.25,"Plecoptera",0,0,0,0,212
"Isenach_forest","Isenach","forest_Plecoptera","forest",1,2018-08-06,"autumn",4,0.25,"Plecoptera",0,0,0,0,218
"Isenach_forest","Isenach","forest_Plecoptera","forest",1,2018-08-09,"autumn",3,0.25,"Plecoptera",0,0,0,0,221
"Isenach_forest","Isenach","forest_Plecoptera","forest",1,2018-08-16,"autumn",3,0.25,"Plecoptera",0,0,0,0,228
"Isenach_forest","Isenach","forest_Plecoptera","forest",1,2018-08-21,"autumn",5,0.25,"Plecoptera",2,0.2484,0.19872,1.6,233
"Isenach_forest","Isenach","forest_Plecoptera","forest",1,2018-08-24,"autumn",2,0.25,"Plecoptera",1,0.1498,0.2996,2,236
"Isenach_forest","Isenach","forest_Plecoptera","forest",1,2018-08-28,"autumn",4,0.25,"Plecoptera",0,0,0,0,240
"Isenach_forest","Isenach","forest_Plecoptera","forest",1,2018-08-30,"autumn",2,0.25,"Plecoptera",0,0,0,0,242
"Isenach_forest","Isenach","forest_Plecoptera","forest",1,2018-09-06,"autumn",2,0.25,"Plecoptera",0,0,0,0,249
"Isenach_forest","Isenach","forest_Plecoptera","forest",1,2018-09-13,"autumn",2,0.25,"Plecoptera",0,0,0,0,256
"Isenach_forest","Isenach","forest_Plecoptera","forest",2,2018-03-22,"spring",3,0.25,"Plecoptera",0,0,0,0,81
"Isenach_forest","Isenach","forest_Plecoptera","forest",2,2018-03-27,"spring",5,0.25,"Plecoptera",0,0,0,0,86
"Isenach_forest","Isenach","forest_Plecoptera","forest",2,2018-03-29,"spring",2,0.25,"Plecoptera",0,0,0,0,88
"Isenach_forest","Isenach","forest_Plecoptera","forest",2,2018-04-03,"spring",5,0.25,"Plecoptera",0,0,0,0,93
"Isenach_forest","Isenach","forest_Plecoptera","forest",2,2018-04-06,"spring",3,0.25,"Plecoptera",0,0,0,0,96
"Isenach_forest","Isenach","forest_Plecoptera","forest",2,2018-04-09,"spring",3,0.25,"Plecoptera",0,0,0,0,99
"Isenach_forest","Isenach","forest_Plecoptera","forest",2,2018-04-12,"spring",3,0.25,"Plecoptera",0,0,0,0,102
"Isenach_forest","Isenach","forest_Plecoptera","forest",2,2018-04-16,"spring",4,0.25,"Plecoptera",0,0,0,0,106
"Isenach_forest","Isenach","forest_Plecoptera","forest",2,2018-04-19,"spring",3,0.25,"Plecoptera",0,0,0,0,109
"Isenach_forest","Isenach","forest_Plecoptera","forest",2,2018-04-23,"spring",4,0.25,"Plecoptera",0,0,0,0,113
"Isenach_forest","Isenach","forest_Plecoptera","forest",2,2018-04-26,"spring",3,0.25,"Plecoptera",1,0.8654,1.15386666666667,1.33333333333333,116
"Isenach_forest","Isenach","forest_Plecoptera","forest",2,2018-04-30,"spring",4,0.25,"Plecoptera",4,3.5841,3.5841,4,120
"Isenach_forest","Isenach","forest_Plecoptera","forest",2,2018-05-03,"spring",3,0.25,"Plecoptera",1,0.948,1.264,1.33333333333333,123
"Isenach_forest","Isenach","forest_Plecoptera","forest",2,2018-05-07,"spring",4,0.25,"Plecoptera",1,0.5797,0.5797,1,127
"Isenach_forest","Isenach","forest_Plecoptera","forest",2,2018-05-10,"spring",3,0.25,"Plecoptera",0,0,0,0,130
"Isenach_forest","Isenach","forest_Plecoptera","forest",2,2018-05-15,"spring",5,0.25,"Plecoptera",0,0,0,0,135
"Isenach_forest","Isenach","forest_Plecoptera","forest",2,2018-05-17,"summer",2,0.25,"Plecoptera",1,0.5936,1.1872,2,137
"Isenach_forest","Isenach","forest_Plecoptera","forest",2,2018-05-22,"summer",5,0.25,"Plecoptera",1,0.9313,0.74504,0.8,142
"Isenach_forest","Isenach","forest_Plecoptera","forest",2,2018-05-24,"summer",2,0.25,"Plecoptera",0,0,0,0,144
"Isenach_forest","Isenach","forest_Plecoptera","forest",2,2018-05-28,"summer",4,0.25,"Plecoptera",0,0,0,0,148
"Isenach_forest","Isenach","forest_Plecoptera","forest",2,2018-05-30,"summer",2,0.25,"Plecoptera",0,0,0,0,150
"Isenach_forest","Isenach","forest_Plecoptera","forest",2,2018-06-04,"summer",5,0.25,"Plecoptera",0,0,0,0,155
"Isenach_forest","Isenach","forest_Plecoptera","forest",2,2018-06-09,"summer",5,0.25,"Plecoptera",0,0,0,0,160
"Isenach_forest","Isenach","forest_Plecoptera","forest",2,2018-06-11,"summer",2,0.25,"Plecoptera",0,0,0,0,162
"Isenach_forest","Isenach","forest_Plecoptera","forest",2,2018-06-15,"summer",4,0.25,"Plecoptera",0,0,0,0,166
"Isenach_forest","Isenach","forest_Plecoptera","forest",2,2018-06-18,"summer",3,0.25,"Plecoptera",0,0,0,0,169
"Isenach_forest","Isenach","forest_Plecoptera","forest",2,2018-06-21,"summer",3,0.25,"Plecoptera",0,0,0,0,172
"Isenach_forest","Isenach","forest_Plecoptera","forest",2,2018-06-25,"summer",4,0.25,"Plecoptera",0,0,0,0,176
"Isenach_forest","Isenach","forest_Plecoptera","forest",2,2018-06-28,"summer",3,0.25,"Plecoptera",0,0,0,0,179
"Isenach_forest","Isenach","forest_Plecoptera","forest",2,2018-07-02,"summer",4,0.25,"Plecoptera",0,0,0,0,183
"Isenach_forest","Isenach","forest_Plecoptera","forest",2,2018-07-05,"summer",3,0.25,"Plecoptera",0,0,0,0,186
"Isenach_forest","Isenach","forest_Plecoptera","forest",2,2018-07-09,"summer",4,0.25,"Plecoptera",0,0,0,0,190
"Isenach_forest","Isenach","forest_Plecoptera","forest",2,2018-07-12,"summer",3,0.25,"Plecoptera",0,0,0,0,193
"Isenach_forest","Isenach","forest_Plecoptera","forest",2,2018-07-17,"summer",5,0.25,"Plecoptera",0,0,0,0,198
"Isenach_forest","Isenach","forest_Plecoptera","forest",2,2018-07-23,"summer",4,0.25,"Plecoptera",0,0,0,0,204
"Isenach_forest","Isenach","forest_Plecoptera","forest",2,2018-07-26,"summer",3,0.25,"Plecoptera",0,0,0,0,207
"Isenach_forest","Isenach","forest_Plecoptera","forest",2,2018-08-06,"autumn",4,0.25,"Plecoptera",0,0,0,0,218
"Isenach_forest","Isenach","forest_Plecoptera","forest",2,2018-08-16,"autumn",3,0.25,"Plecoptera",0,0,0,0,228
"Isenach_forest","Isenach","forest_Plecoptera","forest",2,2018-08-21,"autumn",5,0.25,"Plecoptera",0,0,0,0,233
"Isenach_forest","Isenach","forest_Plecoptera","forest",2,2018-08-24,"autumn",2,0.25,"Plecoptera",0,0,0,0,236
"Isenach_forest","Isenach","forest_Plecoptera","forest",2,2018-08-28,"autumn",4,0.25,"Plecoptera",0,0,0,0,240
"Isenach_forest","Isenach","forest_Plecoptera","forest",2,2018-08-30,"autumn",2,0.25,"Plecoptera",0,0,0,0,242
"Isenach_forest","Isenach","forest_Plecoptera","forest",2,2018-09-04,"autumn",5,0.25,"Plecoptera",0,0,0,0,247
"Isenach_forest","Isenach","forest_Plecoptera","forest",2,2018-09-06,"autumn",2,0.25,"Plecoptera",0,0,0,0,249
"Isenach_forest","Isenach","forest_Plecoptera","forest",2,2018-09-11,"autumn",5,0.25,"Plecoptera",0,0,0,0,254
"Isenach_forest","Isenach","forest_Plecoptera","forest",2,2018-09-13,"autumn",2,0.25,"Plecoptera",0,0,0,0,256
"Isenach_vine","Isenach","vine_Plecoptera","vine",1,2018-03-22,"spring",3,0.25,"Plecoptera",0,0,0,0,81
"Isenach_vine","Isenach","vine_Plecoptera","vine",1,2018-03-27,"spring",5,0.25,"Plecoptera",0,0,0,0,86
"Isenach_vine","Isenach","vine_Plecoptera","vine",1,2018-03-29,"spring",2,0.25,"Plecoptera",0,0,0,0,88
"Isenach_vine","Isenach","vine_Plecoptera","vine",1,2018-04-03,"spring",5,0.25,"Plecoptera",0,0,0,0,93
"Isenach_vine","Isenach","vine_Plecoptera","vine",1,2018-04-06,"spring",3,0.25,"Plecoptera",0,0,0,0,96
"Isenach_vine","Isenach","vine_Plecoptera","vine",1,2018-04-09,"spring",3,0.25,"Plecoptera",0,0,0,0,99
"Isenach_vine","Isenach","vine_Plecoptera","vine",1,2018-04-12,"spring",3,0.25,"Plecoptera",0,0,0,0,102
"Isenach_vine","Isenach","vine_Plecoptera","vine",1,2018-04-16,"spring",4,0.25,"Plecoptera",0,0,0,0,106
"Isenach_vine","Isenach","vine_Plecoptera","vine",1,2018-04-19,"spring",3,0.25,"Plecoptera",0,0,0,0,109
"Isenach_vine","Isenach","vine_Plecoptera","vine",1,2018-04-23,"spring",4,0.25,"Plecoptera",0,0,0,0,113
"Isenach_vine","Isenach","vine_Plecoptera","vine",1,2018-04-26,"spring",3,0.25,"Plecoptera",0,0,0,0,116
"Isenach_vine","Isenach","vine_Plecoptera","vine",1,2018-04-30,"spring",4,0.25,"Plecoptera",0,0,0,0,120
"Isenach_vine","Isenach","vine_Plecoptera","vine",1,2018-05-03,"spring",3,0.25,"Plecoptera",0,0,0,0,123
"Isenach_vine","Isenach","vine_Plecoptera","vine",1,2018-05-07,"spring",4,0.25,"Plecoptera",0,0,0,0,127
"Isenach_vine","Isenach","vine_Plecoptera","vine",1,2018-05-10,"spring",3,0.25,"Plecoptera",0,0,0,0,130
"Isenach_vine","Isenach","vine_Plecoptera","vine",1,2018-05-15,"spring",5,0.25,"Plecoptera",0,0,0,0,135
"Isenach_vine","Isenach","vine_Plecoptera","vine",1,2018-05-17,"summer",2,0.25,"Plecoptera",0,0,0,0,137
"Isenach_vine","Isenach","vine_Plecoptera","vine",1,2018-05-22,"summer",5,0.25,"Plecoptera",0,0,0,0,142
"Isenach_vine","Isenach","vine_Plecoptera","vine",1,2018-05-24,"summer",2,0.25,"Plecoptera",0,0,0,0,144
"Isenach_vine","Isenach","vine_Plecoptera","vine",1,2018-05-28,"summer",4,0.25,"Plecoptera",0,0,0,0,148
"Isenach_vine","Isenach","vine_Plecoptera","vine",1,2018-05-30,"summer",2,0.25,"Plecoptera",0,0,0,0,150
"Isenach_vine","Isenach","vine_Plecoptera","vine",1,2018-06-04,"summer",5,0.25,"Plecoptera",0,0,0,0,155
"Isenach_vine","Isenach","vine_Plecoptera","vine",1,2018-06-09,"summer",5,0.25,"Plecoptera",0,0,0,0,160
"Isenach_vine","Isenach","vine_Plecoptera","vine",1,2018-06-11,"summer",2,0.25,"Plecoptera",0,0,0,0,162
"Isenach_vine","Isenach","vine_Plecoptera","vine",1,2018-06-14,"summer",3,0.25,"Plecoptera",0,0,0,0,165
"Isenach_vine","Isenach","vine_Plecoptera","vine",1,2018-06-18,"summer",4,0.25,"Plecoptera",0,0,0,0,169
"Isenach_vine","Isenach","vine_Plecoptera","vine",1,2018-06-21,"summer",3,0.25,"Plecoptera",0,0,0,0,172
"Isenach_vine","Isenach","vine_Plecoptera","vine",1,2018-06-25,"summer",4,0.25,"Plecoptera",0,0,0,0,176
"Isenach_vine","Isenach","vine_Plecoptera","vine",1,2018-06-28,"summer",3,0.25,"Plecoptera",0,0,0,0,179
"Isenach_vine","Isenach","vine_Plecoptera","vine",1,2018-07-02,"summer",4,0.25,"Plecoptera",0,0,0,0,183
"Isenach_vine","Isenach","vine_Plecoptera","vine",1,2018-07-05,"summer",3,0.25,"Plecoptera",0,0,0,0,186
"Isenach_vine","Isenach","vine_Plecoptera","vine",1,2018-07-09,"summer",4,0.25,"Plecoptera",0,0,0,0,190
"Isenach_vine","Isenach","vine_Plecoptera","vine",1,2018-07-12,"summer",3,0.25,"Plecoptera",0,0,0,0,193
"Isenach_vine","Isenach","vine_Plecoptera","vine",1,2018-07-17,"summer",5,0.25,"Plecoptera",0,0,0,0,198
"Isenach_vine","Isenach","vine_Plecoptera","vine",1,2018-07-19,"summer",2,0.25,"Plecoptera",0,0,0,0,200
"Isenach_vine","Isenach","vine_Plecoptera","vine",1,2018-07-23,"summer",4,0.25,"Plecoptera",0,0,0,0,204
"Isenach_vine","Isenach","vine_Plecoptera","vine",1,2018-07-26,"summer",3,0.25,"Plecoptera",0,0,0,0,207
"Isenach_vine","Isenach","vine_Plecoptera","vine",1,2018-07-31,"autumn",5,0.25,"Plecoptera",0,0,0,0,212
"Isenach_vine","Isenach","vine_Plecoptera","vine",1,2018-08-02,"autumn",2,0.25,"Plecoptera",0,0,0,0,214
"Isenach_vine","Isenach","vine_Plecoptera","vine",1,2018-08-06,"autumn",4,0.25,"Plecoptera",0,0,0,0,218
"Isenach_vine","Isenach","vine_Plecoptera","vine",1,2018-08-09,"autumn",3,0.25,"Plecoptera",0,0,0,0,221
"Isenach_vine","Isenach","vine_Plecoptera","vine",1,2018-08-13,"autumn",4,0.25,"Plecoptera",0,0,0,0,225
"Isenach_vine","Isenach","vine_Plecoptera","vine",1,2018-08-16,"autumn",3,0.25,"Plecoptera",0,0,0,0,228
"Isenach_vine","Isenach","vine_Plecoptera","vine",1,2018-08-21,"autumn",5,0.25,"Plecoptera",0,0,0,0,233
"Isenach_vine","Isenach","vine_Plecoptera","vine",1,2018-08-24,"autumn",2,0.25,"Plecoptera",0,0,0,0,236
"Isenach_vine","Isenach","vine_Plecoptera","vine",1,2018-08-28,"autumn",4,0.25,"Plecoptera",0,0,0,0,240
"Isenach_vine","Isenach","vine_Plecoptera","vine",1,2018-08-30,"autumn",2,0.25,"Plecoptera",0,0,0,0,242
"Isenach_vine","Isenach","vine_Plecoptera","vine",1,2018-09-04,"autumn",5,0.25,"Plecoptera",0,0,0,0,247
"Isenach_vine","Isenach","vine_Plecoptera","vine",1,2018-09-06,"autumn",2,0.25,"Plecoptera",0,0,0,0,249
"Isenach_vine","Isenach","vine_Plecoptera","vine",1,2018-09-11,"autumn",5,0.25,"Plecoptera",0,0,0,0,254
"Isenach_vine","Isenach","vine_Plecoptera","vine",1,2018-09-13,"autumn",2,0.25,"Plecoptera",0,0,0,0,256
"Isenach_vine","Isenach","vine_Plecoptera","vine",2,2018-03-22,"spring",3,0.25,"Plecoptera",0,0,0,0,81
"Isenach_vine","Isenach","vine_Plecoptera","vine",2,2018-03-27,"spring",5,0.25,"Plecoptera",0,0,0,0,86
"Isenach_vine","Isenach","vine_Plecoptera","vine",2,2018-03-29,"spring",2,0.25,"Plecoptera",0,0,0,0,88
"Isenach_vine","Isenach","vine_Plecoptera","vine",2,2018-04-03,"spring",5,0.25,"Plecoptera",0,0,0,0,93
"Isenach_vine","Isenach","vine_Plecoptera","vine",2,2018-04-06,"spring",3,0.25,"Plecoptera",0,0,0,0,96
"Isenach_vine","Isenach","vine_Plecoptera","vine",2,2018-04-09,"spring",3,0.25,"Plecoptera",0,0,0,0,99
"Isenach_vine","Isenach","vine_Plecoptera","vine",2,2018-04-12,"spring",3,0.25,"Plecoptera",0,0,0,0,102
"Isenach_vine","Isenach","vine_Plecoptera","vine",2,2018-04-16,"spring",4,0.25,"Plecoptera",0,0,0,0,106
"Isenach_vine","Isenach","vine_Plecoptera","vine",2,2018-04-19,"spring",3,0.25,"Plecoptera",0,0,0,0,109
"Isenach_vine","Isenach","vine_Plecoptera","vine",2,2018-04-23,"spring",4,0.25,"Plecoptera",0,0,0,0,113
"Isenach_vine","Isenach","vine_Plecoptera","vine",2,2018-04-26,"spring",3,0.25,"Plecoptera",0,0,0,0,116
"Isenach_vine","Isenach","vine_Plecoptera","vine",2,2018-04-30,"spring",4,0.25,"Plecoptera",0,0,0,0,120
"Isenach_vine","Isenach","vine_Plecoptera","vine",2,2018-05-03,"spring",3,0.25,"Plecoptera",0,0,0,0,123
