"site","stream","position","trap","time","season","collection_days","area_trap","biomass_sample","number_sample","biomass_area_day_mg","number_area_day","day"
"Kropsbach_vine","Kropsbach","vine",1,2018-07-12,"summer",3,0.25,23.4621,6,31.2828,8,193
"Kropsbach_vine","Kropsbach","vine",1,2018-07-17,"summer",5,0.25,60.5473,81,48.43784,64.8,198
"Kropsbach_vine","Kropsbach","vine",1,2018-07-19,"summer",2,0.25,28.3564,8,56.7128,16,200
"Kropsbach_vine","Kropsbach","vine",1,2018-07-26,"summer",3,0.25,26.4608,10,35.2810666666667,13.3333333333333,207
"Kropsbach_vine","Kropsbach","vine",1,2018-07-30,"autumn",4,0.25,16.7989,147,16.7989,147,211
"Kropsbach_vine","Kropsbach","vine",1,2018-08-01,"autumn",2,0.25,40.0684,114,80.1368,228,213
"Kropsbach_vine","Kropsbach","vine",1,2018-08-06,"autumn",5,0.25,35.7974,53,28.63792,42.4,218
"Kropsbach_vine","Kropsbach","vine",1,2018-08-09,"autumn",3,0.25,7.2608,53,9.68106666666667,70.6666666666667,221
"Kropsbach_vine","Kropsbach","vine",1,2018-08-13,"autumn",4,0.25,16.4902,37,16.4902,37,225
"Kropsbach_vine","Kropsbach","vine",1,2018-08-16,"autumn",3,0.25,3.47,26,4.62666666666667,34.6666666666667,228
"Kropsbach_vine","Kropsbach","vine",1,2018-08-20,"autumn",4,0.25,13.696,36,13.696,36,232
"Kropsbach_vine","Kropsbach","vine",1,2018-08-22,"autumn",2,0.25,8.8529,89,17.7058,178,234
"Kropsbach_vine","Kropsbach","vine",1,2018-08-27,"autumn",5,0.25,6.1724,52,4.93792,41.6,239
"Kropsbach_vine","Kropsbach","vine",1,2018-08-30,"autumn",3,0.25,5.7245,31,7.63266666666667,41.3333333333333,242
"Kropsbach_vine","Kropsbach","vine",1,2018-09-04,"autumn",5,0.25,11.5891,42,9.27128,33.6,247
"Kropsbach_vine","Kropsbach","vine",1,2018-09-06,"autumn",2,0.25,7.1922,28,14.3844,56,249
"Kropsbach_vine","Kropsbach","vine",1,2018-09-11,"autumn",5,0.25,0.3531,6,0.28248,4.8,254
"Kropsbach_vine","Kropsbach","vine",1,2018-09-13,"autumn",2,0.25,1.7274,22,3.4548,44,256
"Kropsbach_vine","Kropsbach","vine",2,2018-03-22,"spring",3,0.25,6.4649,6,8.61986666666667,8,81
"Kropsbach_vine","Kropsbach","vine",2,2018-03-27,"spring",5,0.25,12.1096,35,9.68768,28,86
"Kropsbach_vine","Kropsbach","vine",2,2018-04-09,"spring",3,0.25,2.2739,15,3.03186666666667,20,99
"Kropsbach_vine","Kropsbach","vine",2,2018-04-12,"spring",3,0.25,17.6869,73,23.5825333333333,97.3333333333333,102
"Kropsbach_vine","Kropsbach","vine",2,2018-04-19,"spring",3,0.25,19.0337,48,25.3782666666667,64,109
"Kropsbach_vine","Kropsbach","vine",2,2018-04-23,"spring",4,0.25,0.0592,2,0.0592,2,113
"Kropsbach_vine","Kropsbach","vine",2,2018-04-26,"spring",3,0.25,17.3,61,23.0666666666667,81.3333333333333,116
"Kropsbach_vine","Kropsbach","vine",2,2018-04-30,"spring",4,0.25,7.3539,37,7.3539,37,120
"Kropsbach_vine","Kropsbach","vine",2,2018-05-03,"spring",3,0.25,24.3509,111,32.4678666666667,148,123
"Kropsbach_vine","Kropsbach","vine",2,2018-05-07,"spring",4,0.25,61.6596,186,61.6596,186,127
"Kropsbach_vine","Kropsbach","vine",2,2018-05-10,"spring",3,0.25,14.611,122,19.4813333333333,162.666666666667,130
"Kropsbach_vine","Kropsbach","vine",2,2018-05-17,"summer",2,0.25,0.4159,7,0.8318,14,137
"Kropsbach_vine","Kropsbach","vine",2,2018-05-22,"summer",5,0.25,3.328,69,2.6624,55.2,142
"Kropsbach_vine","Kropsbach","vine",2,2018-05-24,"summer",2,0.25,2.0744,19,4.1488,38,144
"Kropsbach_vine","Kropsbach","vine",2,2018-05-28,"summer",4,0.25,0.0073,1,0.0073,1,148
"Kropsbach_vine","Kropsbach","vine",2,2018-06-11,"summer",3,0.25,5.6068,23,7.47573333333333,30.6666666666667,162
"Kropsbach_vine","Kropsbach","vine",2,2018-06-21,"summer",3,0.25,44.754,14,59.672,18.6666666666667,172
"Kropsbach_vine","Kropsbach","vine",2,2018-06-25,"summer",4,0.25,37.2521,58,37.2521,58,176
"Kropsbach_vine","Kropsbach","vine",2,2018-06-28,"summer",3,0.25,56.6704,150,75.5605333333333,200,179
"Kropsbach_vine","Kropsbach","vine",2,2018-07-02,"summer",4,0.25,60.5842,381,60.5842,381,183
"Kropsbach_vine","Kropsbach","vine",2,2018-07-05,"summer",3,0.25,13.9603,87,18.6137333333333,116,186
"Kropsbach_vine","Kropsbach","vine",2,2018-07-09,"summer",4,0.25,32.2553,84,32.2553,84,190
"Kropsbach_vine","Kropsbach","vine",2,2018-07-12,"summer",3,0.25,3.762,5,5.016,6.66666666666667,193
"Kropsbach_vine","Kropsbach","vine",2,2018-07-17,"summer",5,0.25,48.4268,48,38.74144,38.4,198
"Kropsbach_vine","Kropsbach","vine",2,2018-07-19,"summer",2,0.25,1.4871,29,2.9742,58,200
"Kropsbach_vine","Kropsbach","vine",2,2018-07-26,"summer",3,0.25,19.4864,40,25.9818666666667,53.3333333333333,207
"Kropsbach_vine","Kropsbach","vine",2,2018-07-30,"autumn",4,0.25,18.7971,33,18.7971,33,211
"Kropsbach_vine","Kropsbach","vine",2,2018-08-01,"autumn",2,0.25,6.7261,33,13.4522,66,213
"Kropsbach_vine","Kropsbach","vine",2,2018-08-06,"autumn",5,0.25,31.0196,354,24.81568,283.2,218
"Kropsbach_vine","Kropsbach","vine",2,2018-08-09,"autumn",3,0.25,25.0346,8,33.3794666666667,10.6666666666667,221
"Kropsbach_vine","Kropsbach","vine",2,2018-08-13,"autumn",4,0.25,28.693,36,28.693,36,225
"Kropsbach_vine","Kropsbach","vine",2,2018-08-16,"autumn",3,0.25,4.5966,46,6.1288,61.3333333333333,228
"Kropsbach_vine","Kropsbach","vine",2,2018-08-20,"autumn",4,0.25,32.9264,141,32.9264,141,232
"Kropsbach_vine","Kropsbach","vine",2,2018-08-22,"autumn",2,0.25,12.5733,22,25.1466,44,234
"Kropsbach_vine","Kropsbach","vine",2,2018-08-27,"autumn",5,0.25,9.5531,73,7.64248,58.4,239
"Kropsbach_vine","Kropsbach","vine",2,2018-08-30,"autumn",3,0.25,2.8075,23,3.74333333333333,30.6666666666667,242
"Kropsbach_vine","Kropsbach","vine",2,2018-09-04,"autumn",5,0.25,8.1276,46,6.50208,36.8,247
"Kropsbach_vine","Kropsbach","vine",2,2018-09-06,"autumn",2,0.25,0.4834,10,0.9668,20,249
"Kropsbach_vine","Kropsbach","vine",2,2018-09-11,"autumn",5,0.25,12.1578,22,9.72624,17.6,254
"Kropsbach_vine","Kropsbach","vine",2,2018-09-13,"autumn",2,0.25,5.4158,18,10.8316,36,256
"Modenbach_forest","Modenbach","forest",1,2018-03-22,"spring",3,0.25,0,0,0,0,81
"Modenbach_forest","Modenbach","forest",1,2018-03-27,"spring",5,0.25,0.2411,3,0.19288,2.4,86
"Modenbach_forest","Modenbach","forest",1,2018-03-29,"spring",2,0.25,2.5155,3,5.031,6,88
"Modenbach_forest","Modenbach","forest",1,2018-04-03,"spring",5,0.25,6.5993,6,5.27944,4.8,93
"Modenbach_forest","Modenbach","forest",1,2018-04-06,"spring",3,0.25,3.2239,6,4.29853333333333,8,96
"Modenbach_forest","Modenbach","forest",1,2018-04-09,"spring",3,0.25,7.9223,12,10.5630666666667,16,99
"Modenbach_forest","Modenbach","forest",1,2018-04-12,"spring",3,0.25,3.5821,4,4.77613333333333,5.33333333333333,102
"Modenbach_forest","Modenbach","forest",1,2018-04-16,"spring",4,0.25,15.3291,12,15.3291,12,106
"Modenbach_forest","Modenbach","forest",1,2018-04-19,"spring",3,0.25,27.3284,30,36.4378666666667,40,109
"Modenbach_forest","Modenbach","forest",1,2018-04-23,"spring",4,0.25,11.827,10,11.827,10,113
"Modenbach_forest","Modenbach","forest",1,2018-04-26,"spring",3,0.25,11.2806,15,15.0408,20,116
"Modenbach_forest","Modenbach","forest",1,2018-04-30,"spring",4,0.25,18.4902,18,18.4902,18,120
"Modenbach_forest","Modenbach","forest",1,2018-05-02,"spring",2,0.25,9.5124,11,19.0248,22,122
"Modenbach_forest","Modenbach","forest",1,2018-05-03,"spring",1,0.25,0.43,8,1.72,32,123
"Modenbach_forest","Modenbach","forest",1,2018-05-07,"spring",4,0.25,2.9465,7,2.9465,7,127
"Modenbach_forest","Modenbach","forest",1,2018-05-10,"spring",3,0.25,6.4,18,8.53333333333333,24,130
"Modenbach_forest","Modenbach","forest",1,2018-05-17,"summer",2,0.25,8.1275,7,16.255,14,137
"Modenbach_forest","Modenbach","forest",1,2018-05-22,"summer",5,0.25,6.1761,11,4.94088,8.8,142
"Modenbach_forest","Modenbach","forest",1,2018-05-24,"summer",2,0.25,3.0333,9,6.0666,18,144
"Modenbach_forest","Modenbach","forest",1,2018-05-28,"summer",4,0.25,5.8741,11,5.8741,11,148
"Modenbach_forest","Modenbach","forest",1,2018-05-30,"summer",2,0.25,13.8606,30,27.7212,60,150
"Modenbach_forest","Modenbach","forest",1,2018-06-04,"summer",5,0.25,0.2861,1,0.22888,0.8,155
"Modenbach_forest","Modenbach","forest",1,2018-06-08,"summer",4,0.25,5.5662,16,5.5662,16,159
"Modenbach_forest","Modenbach","forest",1,2018-06-11,"summer",3,0.25,0.0577,1,0.0769333333333333,1.33333333333333,162
"Modenbach_forest","Modenbach","forest",1,2018-06-14,"summer",3,0.25,0.0212,1,0.0282666666666667,1.33333333333333,165
"Modenbach_forest","Modenbach","forest",1,2018-06-18,"summer",4,0.25,9.6306,3,9.6306,3,169
"Modenbach_forest","Modenbach","forest",1,2018-06-21,"summer",3,0.25,15.3513,5,20.4684,6.66666666666667,172
"Modenbach_forest","Modenbach","forest",1,2018-06-25,"summer",4,0.25,12.8837,14,12.8837,14,176
"Modenbach_forest","Modenbach","forest",1,2018-06-28,"summer",3,0.25,10.3755,32,13.834,42.6666666666667,179
"Modenbach_forest","Modenbach","forest",1,2018-07-02,"summer",4,0.25,5.0041,14,5.0041,14,183
"Modenbach_forest","Modenbach","forest",1,2018-07-05,"summer",3,0.25,56.6536,36,75.5381333333333,48,186
"Modenbach_forest","Modenbach","forest",1,2018-07-09,"summer",4,0.25,62.9865,15,62.9865,15,190
"Modenbach_forest","Modenbach","forest",1,2018-07-12,"summer",3,0.25,0.1989,7,0.2652,9.33333333333333,193
"Modenbach_forest","Modenbach","forest",1,2018-07-16,"summer",4,0.25,0.5535,5,0.5535,5,197
"Modenbach_forest","Modenbach","forest",1,2018-07-18,"summer",2,0.25,35.9394,16,71.8788,32,199
"Modenbach_forest","Modenbach","forest",1,2018-07-23,"summer",5,0.25,18.4946,6,14.79568,4.8,204
"Modenbach_forest","Modenbach","forest",1,2018-07-26,"summer",3,0.25,7.692,6,10.256,8,207
"Modenbach_forest","Modenbach","forest",1,2018-07-30,"autumn",4,0.25,30.6103,4,30.6103,4,211
"Modenbach_forest","Modenbach","forest",1,2018-08-01,"autumn",2,0.25,9.0068,16,18.0136,32,213
"Modenbach_forest","Modenbach","forest",1,2018-08-06,"autumn",5,0.25,34.3127,12,27.45016,9.6,218
"Modenbach_forest","Modenbach","forest",1,2018-08-09,"autumn",3,0.25,0.3406,8,0.454133333333333,10.6666666666667,221
"Modenbach_forest","Modenbach","forest",1,2018-08-13,"autumn",4,0.25,17.0854,46,17.0854,46,225
"Modenbach_forest","Modenbach","forest",1,2018-08-16,"autumn",3,0.25,40.4072,28,53.8762666666667,37.3333333333333,228
"Modenbach_forest","Modenbach","forest",1,2018-08-20,"autumn",4,0.25,0.2867,3,0.2867,3,232
"Modenbach_forest","Modenbach","forest",1,2018-08-22,"autumn",2,0.25,0.4813,10,0.9626,20,234
"Modenbach_forest","Modenbach","forest",1,2018-08-27,"autumn",5,0.25,3.0533,77,2.44264,61.6,239
"Modenbach_forest","Modenbach","forest",1,2018-08-30,"autumn",3,0.25,1.5477,20,2.0636,26.6666666666667,242
"Modenbach_forest","Modenbach","forest",1,2018-09-04,"autumn",5,0.25,1.9248,39,1.53984,31.2,247
"Modenbach_forest","Modenbach","forest",1,2018-09-06,"autumn",2,0.25,2.5547,24,5.1094,48,249
"Modenbach_forest","Modenbach","forest",1,2018-09-11,"autumn",5,0.25,23.911,66,19.1288,52.8,254
"Modenbach_forest","Modenbach","forest",1,2018-09-13,"autumn",2,0.25,0.6343,6,1.2686,12,256
"Modenbach_forest","Modenbach","forest",2,2018-03-22,"spring",3,0.25,0.0523,1,0.0697333333333333,1.33333333333333,81
"Modenbach_forest","Modenbach","forest",2,2018-03-27,"spring",5,0.25,0.4961,5,0.39688,4,86
"Modenbach_forest","Modenbach","forest",2,2018-03-29,"spring",2,0.25,1.5412,13,3.0824,26,88
"Modenbach_forest","Modenbach","forest",2,2018-04-03,"spring",5,0.25,0.9138,6,0.73104,4.8,93
"Modenbach_forest","Modenbach","forest",2,2018-04-06,"spring",3,0.25,0.7458,7,0.9944,9.33333333333333,96
"Modenbach_forest","Modenbach","forest",2,2018-04-09,"spring",3,0.25,4.9545,19,6.606,25.3333333333333,99
"Modenbach_forest","Modenbach","forest",2,2018-04-12,"spring",3,0.25,16.0941,13,21.4588,17.3333333333333,102
"Modenbach_forest","Modenbach","forest",2,2018-04-16,"spring",4,0.25,2.9226,11,2.9226,11,106
"Modenbach_forest","Modenbach","forest",2,2018-04-19,"spring",3,0.25,28.6999,18,38.2665333333333,24,109
"Modenbach_forest","Modenbach","forest",2,2018-04-23,"spring",4,0.25,16.7453,14,16.7453,14,113
"Modenbach_forest","Modenbach","forest",2,2018-04-26,"spring",3,0.25,14.5845,14,19.446,18.6666666666667,116
"Modenbach_forest","Modenbach","forest",2,2018-04-30,"spring",4,0.25,19.8869,24,19.8869,24,120
"Modenbach_forest","Modenbach","forest",2,2018-05-02,"spring",2,0.25,9.354,9,18.708,18,122
"Modenbach_forest","Modenbach","forest",2,2018-05-03,"spring",1,0.25,1.7446,4,6.9784,16,123
"Modenbach_forest","Modenbach","forest",2,2018-05-07,"spring",4,0.25,16.3613,23,16.3613,23,127
"Modenbach_forest","Modenbach","forest",2,2018-05-10,"spring",3,0.25,0.0893,3,0.119066666666667,4,130
"Modenbach_forest","Modenbach","forest",2,2018-05-15,"spring",5,0.25,8.9188,7,7.13504,5.6,135
"Modenbach_forest","Modenbach","forest",2,2018-05-22,"summer",5,0.25,14.1615,19,11.3292,15.2,142
"Modenbach_forest","Modenbach","forest",2,2018-05-24,"summer",2,0.25,5.2566,20,10.5132,40,144
"Modenbach_forest","Modenbach","forest",2,2018-05-28,"summer",4,0.25,4.1944,5,4.1944,5,148
"Modenbach_forest","Modenbach","forest",2,2018-06-08,"summer",4,0.25,0.3692,1,0.3692,1,159
"Modenbach_forest","Modenbach","forest",2,2018-06-11,"summer",3,0.25,0.284,1,0.378666666666667,1.33333333333333,162
"Modenbach_forest","Modenbach","forest",2,2018-06-14,"summer",3,0.25,0,0,0,0,165
"Modenbach_forest","Modenbach","forest",2,2018-06-18,"summer",4,0.25,14.1401,14,14.1401,14,169
"Modenbach_forest","Modenbach","forest",2,2018-06-21,"summer",3,0.25,45.5643,19,60.7524,25.3333333333333,172
"Modenbach_forest","Modenbach","forest",2,2018-06-25,"summer",4,0.25,6.3172,20,6.3172,20,176
"Modenbach_forest","Modenbach","forest",2,2018-06-28,"summer",3,0.25,8.5803,37,11.4404,49.3333333333333,179
"Modenbach_forest","Modenbach","forest",2,2018-07-02,"summer",4,0.25,51.7657,17,51.7657,17,183
"Modenbach_forest","Modenbach","forest",2,2018-07-05,"summer",3,0.25,0.4196,4,0.559466666666667,5.33333333333333,186
"Modenbach_forest","Modenbach","forest",2,2018-07-09,"summer",4,0.25,5.4361,6,5.4361,6,190
"Modenbach_forest","Modenbach","forest",2,2018-07-12,"summer",3,0.25,14.7834,19,19.7112,25.3333333333333,193
"Modenbach_forest","Modenbach","forest",2,2018-07-16,"summer",4,0.25,66.9837,18,66.9837,18,197
"Modenbach_forest","Modenbach","forest",2,2018-07-18,"summer",2,0.25,10.2957,8,20.5914,16,199
"Modenbach_forest","Modenbach","forest",2,2018-07-23,"summer",5,0.25,15.5263,4,12.42104,3.2,204
"Modenbach_forest","Modenbach","forest",2,2018-07-26,"summer",3,0.25,21.2703,15,28.3604,20,207
"Modenbach_forest","Modenbach","forest",2,2018-07-30,"autumn",4,0.25,0.4871,1,0.4871,1,211
"Modenbach_forest","Modenbach","forest",2,2018-08-01,"autumn",2,0.25,17.2826,9,34.5652,18,213
"Modenbach_forest","Modenbach","forest",2,2018-08-06,"autumn",5,0.25,58.7781,8,47.02248,6.4,218
"Modenbach_forest","Modenbach","forest",2,2018-08-09,"autumn",3,0.25,55.3971,102,73.8628,136,221
"Modenbach_forest","Modenbach","forest",2,2018-08-13,"autumn",4,0.25,1.0387,28,1.0387,28,225
"Modenbach_forest","Modenbach","forest",2,2018-08-16,"autumn",3,0.25,2.4073,12,3.20973333333333,16,228
"Modenbach_forest","Modenbach","forest",2,2018-08-20,"autumn",4,0.25,8.0484,40,8.0484,40,232
"Modenbach_forest","Modenbach","forest",2,2018-08-22,"autumn",2,0.25,5.8441,31,11.6882,62,234
"Modenbach_forest","Modenbach","forest",2,2018-08-27,"autumn",5,0.25,0.7129,35,0.57032,28,239
"Modenbach_forest","Modenbach","forest",2,2018-08-30,"autumn",3,0.25,2.7506,55,3.66746666666667,73.3333333333333,242
"Modenbach_forest","Modenbach","forest",2,2018-09-04,"autumn",5,0.25,3.0771,55,2.46168,44,247
"Modenbach_forest","Modenbach","forest",2,2018-09-06,"autumn",2,0.25,1.2537,29,2.5074,58,249
"Modenbach_forest","Modenbach","forest",2,2018-09-11,"autumn",5,0.25,1.651,30,1.3208,24,254
"Modenbach_forest","Modenbach","forest",2,2018-09-13,"autumn",2,0.25,2.0182,45,4.0364,90,256
"Modenbach_vine","Modenbach","vine",1,2018-03-22,"spring",3,0.25,0.0169,1,0.0225333333333333,1.33333333333333,81
"Modenbach_vine","Modenbach","vine",1,2018-03-27,"spring",5,0.25,1.281,14,1.0248,11.2,86
"Modenbach_vine","Modenbach","vine",1,2018-04-03,"spring",5,0.25,12.1246,11,9.69968,8.8,93
"Modenbach_vine","Modenbach","vine",1,2018-04-06,"spring",3,0.25,2.4324,19,3.2432,25.3333333333333,96
"Modenbach_vine","Modenbach","vine",1,2018-04-09,"spring",3,0.25,10.9646,19,14.6194666666667,25.3333333333333,99
"Modenbach_vine","Modenbach","vine",1,2018-04-12,"spring",3,0.25,12.4533,31,16.6044,41.3333333333333,102
"Modenbach_vine","Modenbach","vine",1,2018-04-19,"spring",3,0.25,7.3294,30,9.77253333333333,40,109
"Modenbach_vine","Modenbach","vine",1,2018-04-26,"spring",3,0.25,5.0306,6,6.70746666666667,8,116
"Modenbach_vine","Modenbach","vine",1,2018-04-30,"spring",4,0.25,7.8711,9,7.8711,9,120
"Modenbach_vine","Modenbach","vine",1,2018-05-03,"spring",3,0.25,5.546,3,7.39466666666667,4,123
"Modenbach_vine","Modenbach","vine",1,2018-05-07,"spring",4,0.25,6.7495,14,6.7495,14,127
"Modenbach_vine","Modenbach","vine",1,2018-05-10,"spring",3,0.25,1.9797,6,2.6396,8,130
"Modenbach_vine","Modenbach","vine",1,2018-05-15,"spring",5,0.25,5.719,9,4.5752,7.2,135
"Modenbach_vine","Modenbach","vine",1,2018-05-17,"summer",2,0.25,0.8981,3,1.7962,6,137
"Modenbach_vine","Modenbach","vine",1,2018-05-22,"summer",5,0.25,2.3588,7,1.88704,5.6,142
"Modenbach_vine","Modenbach","vine",1,2018-05-24,"summer",2,0.25,0.1239,6,0.2478,12,144
"Modenbach_vine","Modenbach","vine",1,2018-05-28,"summer",4,0.25,0.5166,1,0.5166,1,148
"Modenbach_vine","Modenbach","vine",1,2018-05-30,"summer",2,0.25,24.7952,4,49.5904,8,150
"Modenbach_vine","Modenbach","vine",1,2018-06-08,"summer",4,0.25,87.7274,35,87.7274,35,159
"Modenbach_vine","Modenbach","vine",1,2018-06-11,"summer",3,0.25,1.2468,17,1.6624,22.6666666666667,162
"Modenbach_vine","Modenbach","vine",1,2018-06-18,"summer",4,0.25,1.8635,12,1.8635,12,169
"Modenbach_vine","Modenbach","vine",1,2018-06-21,"summer",3,0.25,0.0879,6,0.1172,8,172
"Modenbach_vine","Modenbach","vine",1,2018-06-25,"summer",4,0.25,11.4364,20,11.4364,20,176
"Modenbach_vine","Modenbach","vine",1,2018-06-28,"summer",3,0.25,9.7534,11,13.0045333333333,14.6666666666667,179
"Modenbach_vine","Modenbach","vine",1,2018-07-02,"summer",4,0.25,27.8496,7,27.8496,7,183
"Modenbach_vine","Modenbach","vine",1,2018-07-05,"summer",3,0.25,13.7577,4,18.3436,5.33333333333333,186
"Modenbach_vine","Modenbach","vine",1,2018-07-09,"summer",4,0.25,30.2372,5,30.2372,5,190
"Modenbach_vine","Modenbach","vine",1,2018-07-12,"summer",3,0.25,0.2644,13,0.352533333333333,17.3333333333333,193
"Modenbach_vine","Modenbach","vine",1,2018-07-17,"summer",5,0.25,9.4292,1,7.54336,0.8,198
"Modenbach_vine","Modenbach","vine",1,2018-07-18,"summer",1,0.25,0,0,0,0,199
"Modenbach_vine","Modenbach","vine",1,2018-07-23,"summer",5,0.25,28.5712,5,22.85696,4,204
"Modenbach_vine","Modenbach","vine",1,2018-07-26,"summer",3,0.25,14.8264,3,19.7685333333333,4,207
"Modenbach_vine","Modenbach","vine",1,2018-07-30,"autumn",4,0.25,0.0426,1,0.0426,1,211
"Modenbach_vine","Modenbach","vine",1,2018-08-01,"autumn",2,0.25,10.9817,5,21.9634,10,213
"Modenbach_vine","Modenbach","vine",1,2018-08-06,"autumn",5,0.25,6.1341,2,4.90728,1.6,218
"Modenbach_vine","Modenbach","vine",1,2018-08-09,"autumn",3,0.25,30.7314,7,40.9752,9.33333333333333,221
"Modenbach_vine","Modenbach","vine",1,2018-08-13,"autumn",4,0.25,4.595,7,4.595,7,225
"Modenbach_vine","Modenbach","vine",1,2018-08-16,"autumn",3,0.25,0.2016,5,0.2688,6.66666666666667,228
"Modenbach_vine","Modenbach","vine",1,2018-08-20,"autumn",4,0.25,0.2167,2,0.2167,2,232
"Modenbach_vine","Modenbach","vine",1,2018-08-22,"autumn",2,0.25,0.1639,2,0.3278,4,234
"Modenbach_vine","Modenbach","vine",1,2018-08-27,"autumn",5,0.25,0.0781,6,0.06248,4.8,239
"Modenbach_vine","Modenbach","vine",1,2018-09-04,"autumn",5,0.25,0.0824,3,0.06592,2.4,247
"Modenbach_vine","Modenbach","vine",1,2018-09-06,"autumn",2,0.25,0.0668,2,0.1336,4,249
"Modenbach_vine","Modenbach","vine",1,2018-09-11,"autumn",5,0.25,0.9128,18,0.73024,14.4,254
"Modenbach_vine","Modenbach","vine",1,2018-09-13,"autumn",2,0.25,1.4987,7,2.9974,14,256
"Modenbach_vine","Modenbach","vine",2,2018-03-22,"spring",3,0.25,0,0,0,0,81
"Modenbach_vine","Modenbach","vine",2,2018-03-27,"spring",5,0.25,0.8715,7,0.6972,5.6,86
"Modenbach_vine","Modenbach","vine",2,2018-04-06,"spring",3,0.25,5.1057,31,6.8076,41.3333333333333,96
"Modenbach_vine","Modenbach","vine",2,2018-04-09,"spring",3,0.25,4.0737,24,5.4316,32,99
"Modenbach_vine","Modenbach","vine",2,2018-04-12,"spring",3,0.25,4.1588,29,5.54506666666667,38.6666666666667,102
"Modenbach_vine","Modenbach","vine",2,2018-04-19,"spring",3,0.25,14.117,13,18.8226666666667,17.3333333333333,109
"Modenbach_vine","Modenbach","vine",2,2018-04-23,"spring",4,0.25,7.6727,89,7.6727,89,113
"Modenbach_vine","Modenbach","vine",2,2018-04-26,"spring",3,0.25,2.1775,6,2.90333333333333,8,116
"Modenbach_vine","Modenbach","vine",2,2018-04-30,"spring",4,0.25,22.6569,15,22.6569,15,120
"Modenbach_vine","Modenbach","vine",2,2018-05-03,"spring",3,0.25,42.8561,4,57.1414666666667,5.33333333333333,123
"Modenbach_vine","Modenbach","vine",2,2018-05-07,"spring",4,0.25,9.9652,11,9.9652,11,127
"Modenbach_vine","Modenbach","vine",2,2018-05-10,"spring",3,0.25,4.4264,18,5.90186666666667,24,130
"Modenbach_vine","Modenbach","vine",2,2018-05-15,"spring",5,0.25,5.0934,1,4.07472,0.8,135
"Modenbach_vine","Modenbach","vine",2,2018-05-17,"summer",2,0.25,0.7023,3,1.4046,6,137
"Modenbach_vine","Modenbach","vine",2,2018-05-24,"summer",2,0.25,12.6572,1,25.3144,2,144
"Modenbach_vine","Modenbach","vine",2,2018-05-28,"summer",4,0.25,3.9487,15,3.9487,15,148
"Modenbach_vine","Modenbach","vine",2,2018-05-30,"summer",2,0.25,12.9858,10,25.9716,20,150
"Modenbach_vine","Modenbach","vine",2,2018-06-08,"summer",4,0.25,0.4479,2,0.4479,2,159
"Modenbach_vine","Modenbach","vine",2,2018-06-18,"summer",4,0.25,13.3087,2,13.3087,2,169
"Modenbach_vine","Modenbach","vine",2,2018-06-21,"summer",3,0.25,3.9683,32,5.29106666666667,42.6666666666667,172
"Modenbach_vine","Modenbach","vine",2,2018-06-25,"summer",4,0.25,9.2651,18,9.2651,18,176
"Modenbach_vine","Modenbach","vine",2,2018-06-28,"summer",3,0.25,0.0385,2,0.0513333333333333,2.66666666666667,179
"Modenbach_vine","Modenbach","vine",2,2018-07-02,"summer",4,0.25,0.1361,2,0.1361,2,183
"Modenbach_vine","Modenbach","vine",2,2018-07-05,"summer",3,0.25,2.3029,3,3.07053333333333,4,186
"Modenbach_vine","Modenbach","vine",2,2018-07-12,"summer",3,0.25,8.519,45,11.3586666666667,60,193
"Modenbach_vine","Modenbach","vine",2,2018-07-17,"summer",5,0.25,22.5474,6,18.03792,4.8,198
"Modenbach_vine","Modenbach","vine",2,2018-07-18,"summer",1,0.25,0,0,0,0,199
"Modenbach_vine","Modenbach","vine",2,2018-07-26,"summer",3,0.25,9.8995,2,13.1993333333333,2.66666666666667,207
"Modenbach_vine","Modenbach","vine",2,2018-07-30,"autumn",4,0.25,33.347,8,33.347,8,211
"Modenbach_vine","Modenbach","vine",2,2018-08-01,"autumn",2,0.25,16.685,4,33.37,8,213
"Modenbach_vine","Modenbach","vine",2,2018-08-06,"autumn",5,0.25,4.7104,14,3.76832,11.2,218
"Modenbach_vine","Modenbach","vine",2,2018-08-09,"autumn",3,0.25,11.415,6,15.22,8,221
"Modenbach_vine","Modenbach","vine",2,2018-08-13,"autumn",4,0.25,0.5155,1,0.5155,1,225
"Modenbach_vine","Modenbach","vine",2,2018-08-16,"autumn",3,0.25,0.1974,3,0.2632,4,228
"Modenbach_vine","Modenbach","vine",2,2018-08-20,"autumn",4,0.25,0,0,0,0,232
"Modenbach_vine","Modenbach","vine",2,2018-08-22,"autumn",2,0.25,1.1809,3,2.3618,6,234
"Modenbach_vine","Modenbach","vine",2,2018-08-30,"autumn",3,0.25,0.0266,2,0.0354666666666667,2.66666666666667,242
"Modenbach_vine","Modenbach","vine",2,2018-09-04,"autumn",5,0.25,0.3403,10,0.27224,8,247
"Modenbach_vine","Modenbach","vine",2,2018-09-06,"autumn",2,0.25,0.6364,2,1.2728,4,249
"Modenbach_vine","Modenbach","vine",2,2018-09-11,"autumn",5,0.25,0.6448,2,0.51584,1.6,254
"Modenbach_vine","Modenbach","vine",2,2018-09-13,"autumn",2,0.25,0.3678,4,0.7356,8,256
"Otterbach_forest","Otterbach","forest",1,2018-03-22,"spring",4,0.25,0.1482,1,0.1482,1,81
